Author Id,Topic Words
8809,"{'eective': 0.05348364629359986, 'action': 0.04480172131054458, 'gravity': 0.02504669093592614, 'theory': 0.023655979090927315, 'det': 0.0227170147627076, 'average': 0.022358357798346065, 'eld': 0.022210480235717124, 'limit': 0.020874559693895005, 'scale': 0.020368015193700576, 'equations': 0.017422406949669546, 'term': 0.016985330958452532, 'function': 0.016787607996926822, 'ahh': 0.015140474426937438, 'infrared': 0.013978098942733302, 'potential': 0.012716521476369341, 'energy': 0.012619162635522235, 'lett': 0.012126647158432435, 'functions': 0.01130514329467126, 'cuto': 0.011139588226810805, 'terms': 0.011139588226810805, 'scalar': 0.011105087602647626, 'rev': 0.010270497564919268, 'relevant': 0.010256848603763073, 'loop': 0.010256848603763073, 'gauge': 0.010190368278414701, 'plancks': 0.00974887852829465, 'high': 0.009349662889113295, 'elds': 0.008837196231477763, 'momentum': 0.008837196231477763, 'quadratic': 0.008482386252467467}"
8811,"{'solvable': 0.08961558773770532, 'quasi': 0.08705537188333047, 'matrix': 0.08703440180573539, 'lie': 0.06425327193505764, 'models': 0.05447538606865824, 'dimensional': 0.04281946489153726, 'invariant': 0.032144044913066896, 'algebra': 0.031051313624390973, 'arbitrary': 0.030532700018285244, 'algebras': 0.02888908719865554, 'basis': 0.028084554309987488, 'operators': 0.026206242657840217, 'representation': 0.025818286066123117, 'form': 0.024287236846116, 'matrices': 0.024175509162754027, 'constant': 0.023358192892486848, 'order': 0.02180255828754958, 'rst': 0.020400896576238392, 'dierential': 0.01955212548564779, 'model': 0.01930183650247532, 'math': 0.0164259344935857, 'equations': 0.016067322045462334, 'space': 0.015817368040751845, 'representations': 0.015340743803745237, 'approach': 0.015099234958175903, 'inequivalent': 0.014482402234576619, 'ijk': 0.013911313258561923, 'subspace': 0.013832858974944752, 'vector': 0.012448719379218903, 'coecients': 0.012248690855853589}"
8819,"{'theory': 0.19839538745097843, 'bps': 0.12458685418743064, 'gauge': 0.08440777697673717, 'string': 0.07790463353872898, 'branes': 0.07348323208304139, 'sin': 0.05848025220117291, 'elds': 0.05718075948875281, 'group': 0.055128836947666, 'case': 0.050949433261649316, 'states': 0.04993881419812046, 'dimensional': 0.04210077816432409, 'rank': 0.04177472373580135, 'born': 0.040474335335577205, 'duality': 0.03959100284359923, 'orientifold': 0.0374840293001132, 'uxes': 0.03600591631232366, 'strip': 0.03284637854596656, 'symmetry': 0.03202636320500797, 'torus': 0.029490079598766816, 'models': 0.02947425060014612, 'infeld': 0.029093658923314326, 'matrix': 0.02890932104116084, 'momentum': 0.028837083350712292, 'klein': 0.02661597012156815, 'limit': 0.026450917420455713, 'orbifold': 0.025773972689249358, 'open': 0.025355405200853026, 'sector': 0.0253165283800047, 'equations': 0.02413311685713515, 'hep': 0.023683529955508733}"
8823,"{'theory': 0.10548614326648972, 'underlying': 0.10270751935581729, 'constants': 0.07487623165006839, 'loop': 0.04919204768117149, 'external': 0.04858551981915041, 'structures': 0.04470639175018405, 'scale': 0.04387197423050083, 'eective': 0.04239326854634919, 'theories': 0.035260443435359855, 'quantum': 0.03436868456828743, 'agent': 0.032791134166485755, 'dened': 0.032208562676507124, 'fas': 0.030092729189724617, 'limit': 0.02943367191094042, 'momenta': 0.029137451515008975, 'modes': 0.027386566219154335, 'qfts': 0.02447384568410664, 'approach': 0.024473845490774332, 'dierent': 0.02443907758801428, 'ambiguities': 0.02441339940883996, 'mass': 0.024342943419605106, 'subgraphs': 0.024260731906089496, 'terms': 0.023498783886777314, 'low': 0.023377176259141985, 'energy': 0.022993410561318595, 'space': 0.02282467377737324, 'graph': 0.02280685795623913, 'view': 0.02004731439362005, 'schemes': 0.019390984693789307, 'ill': 0.018224547867219873}"
8828,"{'instanton': 0.06989585771950331, 'theory': 0.06671815323334496, 'orbifolds': 0.06538851419520597, 'gauge': 0.06437596856561109, 'heterotic': 0.0624111865140263, 'bundle': 0.058052124261174454, 'orbifold': 0.053390894805365345, 'xed': 0.049579422670152355, 'hep': 0.0456339257533953, 'action': 0.04470855703377854, 'string': 0.04099385614356313, 'fractional': 0.04000184322007298, 'group': 0.03988151408068211, 'anomaly': 0.03926492125882551, 'point': 0.03553395780581255, 'matching': 0.03233274736365886, 'tensions': 0.03194362588125425, 'mills': 0.03174873670819039, 'upstairs': 0.028357281505629627, 'numbers': 0.028087283902052618, 'bulk': 0.025923528544305276, 'number': 0.025684644703126338, 'vebrane': 0.025656801684627792, 'term': 0.025656801684627792, 'approach': 0.025134794839316178, 'monopoles': 0.023366365775466802, 'model': 0.023366365775466802, 'yang': 0.02319378237570413, 'nucl': 0.023147640410816787, 'level': 0.022532523314097996}"
8494,"{'bundle': 0.07338146891181269, 'bundles': 0.07235263060379848, 'hep': 0.05912282635584096, 'theory': 0.057241963452147215, 'expansion': 0.05326624801730673, 'spacetime': 0.043418347272686744, 'spectral': 0.04323808288232685, 'construction': 0.04010656200210071, 'energy': 0.038861991126793866, 'frame': 0.0383185044000437, 'heterotic': 0.037683113701430584, 'vector': 0.03609060224131404, 'string': 0.035903810819652715, 'duality': 0.03490001741294699, 'cover': 0.034163396690273684, 'ngen': 0.03212975532463749, 'solutions': 0.031105107182358965, 'equation': 0.031042543009423575, 'class': 0.03078251806685689, 'nucl': 0.0302338671830326, 'space': 0.029939673186609835, 'equations': 0.029537602480172676, 'singularity': 0.027169877746886215, 'number': 0.026659618293690086, 'chiral': 0.025710225048018398, 'parabolic': 0.024022952413222623, 'odd': 0.02372622559748197, 'note': 0.022942555615250396, 'einstein': 0.022111387624584807, 'unstable': 0.020739944584804364}"
8163,"{'eld': 0.1413196044438646, 'eective': 0.10988380535519715, 'method': 0.08943490828541371, 'vortex': 0.08356789955247598, 'model': 0.08002960749403423, 'solutions': 0.07808123732703212, 'gaussian': 0.07544985292776299, 'static': 0.07166052811033406, 'equation': 0.0715487491477031, 'chern': 0.0667039325325081, 'approximation': 0.06595159651689181, 'theory': 0.05960591018136256, 'jackiw': 0.050494098176342435, 'action': 0.0499995102501407, 'simons': 0.04825597446638796, 'functional': 0.04672011228255271, 'potential': 0.03991401427608999, 'variational': 0.039432131684865264, 'relativistic': 0.03669053990379145, 'term': 0.03477474937253656, 'density': 0.03341537783222598, 'quantum': 0.0306700012573673, 'fermion': 0.029381407292160266, 'time': 0.029137267369689027, 'rev': 0.027063138687518376, 'background': 0.025320189635627214, 'dynamics': 0.024415810674832672, 'gauge': 0.02433924984436653, 'theories': 0.023582157501352542, 'spinor': 0.02342116551037597}"
1813,"{'boundary': 0.08830536634402233, 'heat': 0.04680898371293818, 'quantum': 0.04680898371293818, 'kabk': 0.04387121656022487, 'kernel': 0.04111610098767278, 'conditions': 0.03372787647581033, 'equation': 0.02947323999490949, 'calculation': 0.02796618164028238, 'coecients': 0.02770477543733385, 'asymptotics': 0.026806632173764337, 'function': 0.025767057691329635, 'coecient': 0.02467782733774825, 'kirsten': 0.024223087684984712, 'lett': 0.02375259629748605, 'case': 0.023593748982965124, 'kab': 0.022685863672901003, 'gilkey': 0.022058624247946794, 'operator': 0.022007692287183554, 'dowker': 0.02123807404170694, 'energy': 0.020953083952426815, 'ball': 0.02074828797471073, 'constants': 0.020619662808378354, 'special': 0.018144096710760227, 'cambridge': 0.017767922376450435, 'math': 0.016667763537003402, 'esposito': 0.01632337475027814, 'group': 0.01600518477930782, 'universal': 0.01600518477930782, 'time': 0.01584823801779045, 'dirichlet': 0.01584823801779045}"
1475,"{'lemma': 0.05931274522947092, 'theorem': 0.04693360626060156, 'space': 0.04488047203381179, 'states': 0.040749563807740516, 'string': 0.0385891892146234, 'theories': 0.03618428456506702, 'highest': 0.036152237112537955, 'weight': 0.0359220190941223, 'proposition': 0.035701753395301836, 'proof': 0.03567820455779382, 'form': 0.03192000407465542, 'cohomology': 0.029729513242212662, 'vectors': 0.028311305403269846, 'vgh': 0.02776968486130168, 'elements': 0.02698155129303121, 'compact': 0.026439509931207056, 'module': 0.026117007922039248, 'case': 0.025526932962466678, 'roots': 0.02414306331148708, 'state': 0.023934210422587032, 'weights': 0.023232056013265653, 'corollary': 0.022351504146610232, 'brst': 0.022246784865991808, 'dimensional': 0.021348014678822077, 'simple': 0.020959347711069255, 'verma': 0.020464416240842553, 'lie': 0.01910266380996624, 'implies': 0.018923596101619766, 'exists': 0.01810223430013923, 'ghost': 0.017760945109789983}"
8838,"{'ane': 0.11302012879099396, 'length': 0.08345071779270663, 'sewing': 0.0729660722237267, 'surface': 0.07222619799335628, 'algebra': 0.07165356413913329, 'curve': 0.05948604267010104, 'lie': 0.05922422562488027, 'curves': 0.054803232724323886, 'junction': 0.05180062302812575, 'junctions': 0.05127630225406721, 'weight': 0.050843262094656616, 'surfaces': 0.05010226668878765, 'nite': 0.04691300640054709, 'closed': 0.043603398582730955, 'mobius': 0.04224801345425846, 'representation': 0.040956012630084415, 'algebras': 0.03922999276595035, 'area': 0.03814588654548652, 'brane': 0.036962722651515054, 'conditions': 0.036672681774689235, 'string': 0.03615670590206034, 'moduli': 0.033632885433571125, 'roots': 0.03324428238939487, 'bottle': 0.03257719589829482, 'charges': 0.03252768775851887, 'intersection': 0.03051104233008456, 'boundary': 0.03041674363038832, 'crosscap': 0.02985690489183407, 'open': 0.0295599630355306, 'branes': 0.029557961210742813}"
8231,"{'coupling': 0.16315838311870973, 'string': 0.12015744302112642, 'strong': 0.08039386132839789, 'tension': 0.07758482144357452, 'scale': 0.062417844074753925, 'order': 0.05117492309029979, 'model': 0.04718471369962987, 'terms': 0.03910804354293604, 'corrections': 0.037542861103953884, 'masses': 0.034130820065385745, 'glueball': 0.0313646604699936, 'exp': 0.02933639660100079, 'limit': 0.028048907094299972, 'hep': 0.02562257769741949, 'square': 0.02560876855292872, 'point': 0.0254603084466723, 'nbi': 0.02541948945267429, 'root': 0.02497603645153071, 'equation': 0.02497603645153071, 'included': 0.024858243306615548, 'det': 0.023435098082611232, 'const': 0.022291983750725525, 'cft': 0.02087566480694031, 'qcd': 0.020722095920297327, 'proportional': 0.02025482970626835, 'bare': 0.02014508013591182, 'renormalization': 0.018312285155171887, 'approximation': 0.017271316347677486, 'solution': 0.01696368211702706, 'type': 0.016804185863341026}"
8844,"{'path': 0.0863066907370924, 'relativistic': 0.08096410164850926, 'potential': 0.06370468196292835, 'cos': 0.06198510547486191, 'integral': 0.054600184256760415, 'amplitude': 0.05017916699155107, 'sin': 0.041528041935431, 'coulomb': 0.04151020698605773, 'sinh': 0.034832729800115356, 'bohm': 0.03475132504862221, 'magnetic': 0.03307332593365514, 'exp': 0.03185377104250816, 'kleinert': 0.03150337293056586, 'action': 0.03113106967770444, 'ubua': 0.026413875265704018, 'aharonov': 0.026190483834753937, 'dimensional': 0.026144993240404816, 'eld': 0.023409233819855536, 'dionium': 0.02302788983153424, 'particle': 0.018570467084910808, 'lett': 0.0184657197277224, 'transformation': 0.017623899550641947, 'quantum': 0.017416083781153505, 'energy': 0.017394855855774494, 'continuum': 0.016553183711645075, 'form': 0.015696393929982323, 'harmonic': 0.015598717013389427, 'functions': 0.015598717013389427, 'yields': 0.015598717013389427, 'nnrn': 0.014959983905622143}"
4144,"{'symmetry': 0.07829929473478392, 'potential': 0.07437448944556466, 'theory': 0.05287650519023686, 'theories': 0.052534949983901104, 'order': 0.04935806872751268, 'breaking': 0.04761227821966357, 'scattering': 0.04589318831159636, 'broken': 0.04170216194108939, 'eective': 0.040289498515355765, 'amplitudes': 0.03873692666708254, 'cross': 0.03713725009047221, 'classical': 0.03363774676948328, 'loop': 0.02278203728728999, 'eld': 0.021930818846111838, 'energy': 0.021930818846111838, 'unbroken': 0.020300917004445612, 'case': 0.01994543203233785, 'corrections': 0.019687227684873007, 'lowest': 0.019687227684873007, 'space': 0.01880231402675589, 'physical': 0.01567380920739994, 'vertices': 0.01497085168554646, 'sections': 0.01467526808135558, 'nonpolynomial': 0.01467526808135558, 'point': 0.01452902014935073, 'location': 0.014129570411915954, 'scaling': 0.014129570411915954, 'huang': 0.013032235002024665, 'radiative': 0.012545305168376993, 'potentials': 0.012545305168376993}"
4107,"{'models': 0.05880382202583059, 'model': 0.0365334827001216, 'loop': 0.033409914564608345, 'ope': 0.030351007661055564, 'group': 0.027603420575387647, 'local': 0.027164892184724065, 'charge': 0.021230749881845708, 'operators': 0.020596511420479666, 'current': 0.018917149207039054, 'theory': 0.016844270527570947, 'needed': 0.016798502467244066, 'quantum': 0.016704957936232723, 'representation': 0.016513513444936095, 'theories': 0.01611157143504603, 'perturbative': 0.014619445080368998, 'conservation': 0.01381320221776325, 'yangian': 0.013799596271060127, 'symmetry': 0.01368095694974028, 'order': 0.013010634164551338, 'currents': 0.012928909360183847, 'avor': 0.012533932224505273, 'charges': 0.011514833000480474, 'cgn': 0.011015118243143135, 'algebra': 0.010865386484647847, 'adjoint': 0.010137714724617814, 'coecients': 0.009714212610653805, 'renormalization': 0.009714212610653805, 'neveu': 0.00968301375376321, 'dimension': 0.009448980573893855, 'proved': 0.009216463019715763}"
5139,"{'string': 0.05083835206974553, 'theory': 0.0493135767255151, 'type': 0.03758342582554561, 'states': 0.028475238194017205, 'bps': 0.02304699504641078, 'perturbative': 0.018629818819617453, 'dimensional': 0.018165989026553003, 'dimensions': 0.01756022937484644, 'brane': 0.016260104290985976, 'heterotic': 0.01313376161190231, 'form': 0.01272150803963465, 'multiplets': 0.012669469723329831, 'coupling': 0.012463726397846403, 'iia': 0.012069289614969794, 'massless': 0.011834966704547294, 'action': 0.011348011117931413, 'hep': 0.011348011117931413, 'duality': 0.0108056898294941, 'gauge': 0.01052510552885343, 'helicity': 0.010434338325318706, 'branes': 0.009184262779254741, 'case': 0.008906712440346708, 'supersymmetry': 0.00861484310100369, 'iib': 0.00819920692730758, 'sector': 0.00819446086909046, 'eld': 0.007838334467474829, 'antisymmetric': 0.007454163127970538, 'representations': 0.007448351382007501, 'boundary': 0.007126082280231073, 'terms': 0.0068434922066555395}"
8851,"{'constraints': 0.14126634360641926, 'eld': 0.11064242632872305, 'elds': 0.0947412011075776, 'massive': 0.08912519403449463, 'gauge': 0.08538068416007367, 'canonical': 0.08372494763777893, 'number': 0.07693845537283035, 'spin': 0.07192638618695875, 'string': 0.07189036055832511, 'operators': 0.07159521695413906, 'form': 0.0712831367276654, 'degrees': 0.06985859413101997, 'lagrangian': 0.06862035704303841, 'step': 0.06548161622261989, 'rst': 0.06286254865706499, 'theory': 0.048723247053761035, 'transformations': 0.04838069971127981, 'freedom': 0.04833623283546011, 'operator': 0.04600443469023102, 'interaction': 0.04580913066274824, 'hamiltonian': 0.04512437220735532, 'state': 0.04370412620901866, 'klm': 0.0431635125828535, 'space': 0.04299099845478505, 'constant': 0.042513394681882796, 'electromagnetic': 0.04043231100083566, 'variables': 0.039324015300461895, 'kind': 0.03904223756529679, 'derivatives': 0.03835374768964522, 'states': 0.03408158095237996}"
8854,"{'coecients': 0.0381959867826681, 'heat': 0.03811558398385555, 'derivatives': 0.035814755248565436, 'kernel': 0.03461586185831819, 'coecient': 0.027883797899957166, 'notation': 0.026314153025613962, 'terms': 0.02537644396680369, 'gauge': 0.02361874649579043, 'order': 0.0219781975453609, 'rst': 0.01994867713214956, 'space': 0.018496157474189645, 'covariant': 0.015700507090087468, 'case': 0.015255416241563693, 'indices': 0.013465799003275325, 'matrix': 0.01326644391980996, 'dened': 0.011981914241674226, 'eld': 0.010845806302758165, 'term': 0.01076919782577479, 'coordinates': 0.010452545591674772, 'explicit': 0.010050584525164774, 'recursion': 0.009344853227549216, 'symmetrization': 0.008711422506109318, 'connection': 0.008695622395023452, 'scalars': 0.008078580280927908, 'values': 0.008030452772805037, 'origin': 0.007962518413647719, 'free': 0.00794899595975555, 'note': 0.007413200803883174, 'fth': 0.007247157025463399, 'fourth': 0.006814235544162949}"
8856,"{'theory': 0.12093398579696407, 'space': 0.098796664707448, 'topological': 0.08908253643576619, 'uncertainty': 0.0740694280270319, 'time': 0.06974469050575793, 'action': 0.062175492618018, 'symmetry': 0.057305051422882815, 'principle': 0.05174970502592169, 'string': 0.05151257093388564, 'matrix': 0.04608490648818908, 'model': 0.045166635509558614, 'gauge': 0.035100006119698796, 'eld': 0.03398282875362512, 'large': 0.03385330266164273, 'relation': 0.02654570759357134, 'classical': 0.01951731712566185, 'underlying': 0.018552054981221186, 'yoneya': 0.017267298059439978, 'ikkt': 0.016498538622668594, 'schild': 0.016498538622668594, 'det': 0.015621645708211451, 'variable': 0.015621645708211451, 'auxiliary': 0.015208488035910878, 'conformal': 0.01366484225363288, 'dynamical': 0.013613502239814721, 'hep': 0.013613502239814721, 'respect': 0.013249316237187725, 'derive': 0.013249316237187725, 'concept': 0.012384189593794838, 'start': 0.012172862701665364}"
8860,"{'particle': 0.07523724917755388, 'mass': 0.07010997807659686, 'gev': 0.0686105589688027, 'equation': 0.056794583950718354, 'energy': 0.04825965245706702, 'time': 0.03184892155520289, 'quantum': 0.030163970457365262, 'rev': 0.025658438148396526, 'state': 0.0250619760719705, 'stationary': 0.023569347477296623, 'eld': 0.02127293888771309, 'exp': 0.0207651863176994, 'symmetry': 0.019819562321790683, 'case': 0.01961280269276286, 'space': 0.018808012985744527, 'physics': 0.018598716357406328, 'relativistic': 0.01791162604787056, 'antiparticle': 0.017382492799153562, 'mechanics': 0.01737048917741211, 'relation': 0.017103274240865732, 'eigenvalue': 0.01604303446191844, 'chen': 0.014886398937259265, 'potential': 0.014886398937259265, 'theory': 0.014265622784938824, 'binding': 0.013482609657475914, 'rest': 0.013345535525451481, 'quark': 0.013345535525451481, 'wave': 0.013289983694640012, 'inversion': 0.013187729387695583, 'states': 0.012741346435658246}"
8861,"{'time': 0.049589203875186325, 'space': 0.046160071135700795, 'log': 0.024521672660801838, 'expression': 0.023040371258491926, 'conical': 0.022418714763947786, 'metric': 0.021883943983198845, 'quantum': 0.02160315034933047, 'theory': 0.01764490987411358, 'manifold': 0.0164793637020154, 'heat': 0.016421797265392953, 'kernel': 0.015967209686476417, 'terms': 0.015892232160364755, 'eld': 0.015728890267672706, 'cosmic': 0.015102085592020698, 'function': 0.013640161889523635, 'action': 0.012964358548943566, 'ksm': 0.012964358548943566, 'singularity': 0.012964358548943566, 'string': 0.01065183239784848, 'eective': 0.010612178665991949, 'term': 0.010011892269132452, 'rst': 0.009537457387952877, 'angular': 0.009194652273179664, 'spinning': 0.009071374619764839, 'rev': 0.008644962648750115, 'integral': 0.008410520791125448, 'momentum': 0.008091020783592272, 'grav': 0.007719262990740494, 'closed': 0.007554187977003791, 'nite': 0.007554187977003791}"
8864,"{'schrodinger': 0.16363969256178099, 'theory': 0.1625791786549345, 'quantization': 0.1370341725930015, 'functional': 0.12671919377643143, 'hamiltonian': 0.11338946481689528, 'precanonical': 0.11089556542228209, 'eld': 0.10173766649055052, 'form': 0.08808540936670159, 'quantum': 0.0761292824812228, 'forms': 0.0717718987820858, 'wave': 0.0716091998226145, 'gauge': 0.06256069718249539, 'representation': 0.05641150404323984, 'bcab': 0.05582747245609781, 'bracket': 0.05273712435739154, 'formulation': 0.05042886164219894, 'space': 0.050417188497223486, 'kanatchikov': 0.04792752872379835, 'equation': 0.04551248791115261, 'equations': 0.04464054447951414, 'dkp': 0.044438254752728494, 'canonical': 0.04278852849657348, 'yang': 0.04207813242478001, 'math': 0.04185919891812076, 'matrices': 0.04011213643389938, 'matrix': 0.03978416244557137, 'mills': 0.03884243699332544, 'poisson': 0.0364837591434998, 'pure': 0.03562142922330205, 'prequantum': 0.03488695156299403}"
5698,"{'branes': 0.05747915978334403, 'theory': 0.05155013618762602, 'higgs': 0.0456094860255121, 'gauge': 0.041151558403007056, 'semilocal': 0.032089772037076976, 'eld': 0.03182461334861429, 'killing': 0.030476381747610245, 'chern': 0.029706882686511893, 'dimensional': 0.027160388103269872, 'simons': 0.02695953818175998, 'bosonic': 0.0258173651724692, 'bogomolnyi': 0.024636997999581713, 'solution': 0.023235719777457628, 'manifold': 0.023085628931067415, 'spinors': 0.022968262272764495, 'supersymmetry': 0.02251492551030437, 'bound': 0.022402575806406144, 'potential': 0.022081411919001738, 'supersymmetric': 0.021460390629948617, 'congurations': 0.020905042505465515, 'lett': 0.020367828219282624, 'extended': 0.020193296293167642, 'model': 0.01974250189347047, 'supergravity': 0.019332299963883276, 'csh': 0.018425020702207136, 'bps': 0.0174184234015038, 'case': 0.017092913465325307, 'algebra': 0.017016226914771254, 'holonomy': 0.016722115316521985, 'magnetic': 0.016598454748761742}"
4150,"{'string': 0.12137005463055313, 'theory': 0.10236361806207545, 'solution': 0.07979636638441899, 'black': 0.07119295468750508, 'duality': 0.05515875067336704, 'hole': 0.05291732367246874, 'eld': 0.040742550191689174, 'symmetries': 0.03658696105444061, 'type': 0.03553527401244275, 'iia': 0.03391000188321924, 'elds': 0.033880316026534824, 'heterotic': 0.02703257410530263, 'dimensions': 0.02621817744104695, 'gauge': 0.02562295008524644, 'dimensional': 0.02413102213505855, 'energy': 0.024043930528647173, 'holes': 0.020941107265044237, 'solutions': 0.020911838790739677, 'ramond': 0.01940350884370338, 'entropy': 0.016837957518574254, 'low': 0.016791914489435934, 'dilaton': 0.015133678137138593, 'equations': 0.013754911260350514, 'extremal': 0.013754911260350514, 'methods': 0.013754911260350514, 'lett': 0.012033975040054781, 'metric': 0.012033975040054781, 'spinning': 0.011979150552297358, 'apply': 0.011979150552297358, 'actions': 0.011979150552297358}"
4465,"{'metric': 0.09547737303415156, 'theory': 0.09489426492721648, 'loop': 0.0886884527759088, 'string': 0.06607080577948844, 'eective': 0.05682089163064666, 'instanton': 0.050374588903073836, 'modes': 0.04925100271197286, 'kij': 0.04809506216096174, 'action': 0.04799790642605109, 'riemann': 0.0470689718990889, 'hep': 0.04685357021441225, 'gauge': 0.04576130878207296, 'matrix': 0.044849376338694374, 'limit': 0.03895312003015185, 'eld': 0.038519761541940305, 'boundary': 0.036909453972890825, 'strings': 0.036826543787712794, 'propagator': 0.03664255383248044, 'long': 0.036517925565771055, 'surface': 0.03210947669302726, 'propagators': 0.029157912588006665, 'contribution': 0.028420163213465133, 'large': 0.02826012189779506, 'expansion': 0.027717283021219716, 'model': 0.027553100847172413, 'terms': 0.027141067944862485, 'brane': 0.02679523012002659, 'sigma': 0.02331742081927033, 'elds': 0.023184811702247978, 'diagonal': 0.02306382141361782}"
1663,"{'matrix': 0.052932510953903875, 'spectral': 0.04749817750760461, 'rev': 0.041303892782501045, 'random': 0.03939369295336363, 'eigenvalues': 0.03836878215125783, 'dirac': 0.03763967952118322, 'chiral': 0.03557394241514819, 'qcd': 0.030196454055133708, 'correlations': 0.030039158433221615, 'lett': 0.02929407730982335, 'function': 0.029250407748681095, 'nucl': 0.027700080897907316, 'chrmt': 0.02724851772130361, 'density': 0.026095513588339437, 'hep': 0.02425631841438003, 'verbaarschot': 0.020710289062632677, 'microscopic': 0.020130221770693818, 'operator': 0.017273642931261046, 'unitary': 0.016948202455735153, 'theory': 0.016916092566257174, 'partition': 0.015793220684590284, 'scale': 0.015235824516174619, 'lattice': 0.014716912200442633, 'universality': 0.014639721689637453, 'spectrum': 0.0140013232982944, 'fermions': 0.012927214065391351, 'ensembles': 0.01136250392681968, 'symmetry': 0.011246681115431395, 'ensemble': 0.010620662035264905, 'limit': 0.010567187861294625}"
8880,"{'quark': 0.04054596750615827, 'equation': 0.036245965807756325, 'symmetry': 0.02532954520268347, 'exp': 0.019060663740409777, 'chiral': 0.016035671542277984, 'mass': 0.015945331218641584, 'area': 0.015691562261574945, 'solution': 0.014669642606309766, 'dierent': 0.014485446968712264, 'rst': 0.013525240734641217, 'propagator': 0.013279331675849585, 'notice': 0.013240629816412414, 'order': 0.013148279733299281, 'trajectories': 0.012073216382986906, 'breaking': 0.011961487421423916, 'loop': 0.011056819677486743, 'time': 0.011027654041919731, 'straight': 0.010760344636095322, 'term': 0.010187448031503704, 'case': 0.009982275105926058, 'terms': 0.009969566681301209, 'solutions': 0.009969566681301209, 'path': 0.009660985091300969, 'dyson': 0.009024446833392827, 'form': 0.008211797888127686, 'meson': 0.008168964116672693, 'setting': 0.008095136109804151, 'schwinger': 0.007977645361935438, 'gauge': 0.0069816844126310215, 'law': 0.0069816844126310215}"
8884,"{'schwarz': 0.022832026162625092, 'scherk': 0.022618764270578184, 'elds': 0.02256535794886394, 'witten': 0.02084903692165219, 'theory': 0.02007754271162407, 'quantization': 0.018783547174390885, 'gaugino': 0.01867434395879608, 'nucl': 0.017897954817185383, 'eld': 0.017733376698200964, 'complex': 0.015611466854334184, 'result': 0.015206997652186895, 'string': 0.015076476991852966, 'mechanism': 0.014992865295887614, 'cos': 0.014965249939121246, 'supersymmetry': 0.014965249939121246, 'hep': 0.014965249939121246, 'moduli': 0.014413525431816163, 'symmetry': 0.01290139416055952, 'sin': 0.011727964598000316, 'vector': 0.011643329977553324, 'condensate': 0.011531904119920583, 'constant': 0.011531904119920583, 'superpotential': 0.011290732885686217, 'structure': 0.011202119379185582, 'case': 0.011125968771826646, 'lett': 0.011019417725429262, 'kahler': 0.009870294271574653, 'boundary': 0.008715522846135526, 'order': 0.008652527769669856, 'general': 0.008321410015985402}"
7682,"{'toda': 0.17505270867122447, 'hkt': 0.14147233426854572, 'ane': 0.12786943318412114, 'geometry': 0.11855213517359442, 'conformal': 0.1102618380146004, 'theories': 0.10068364810078616, 'supersymmetric': 0.08900315572745467, 'algebras': 0.08158691148966199, 'bosonic': 0.07612919797272281, 'metric': 0.06215908630818656, 'potential': 0.05535205777264038, 'killing': 0.05485168391650935, 'models': 0.05120145359440117, 'torsion': 0.05001672374751519, 'space': 0.04948418162091378, 'equation': 0.044694140776695014, 'form': 0.04255885231527185, 'vector': 0.04255368781427834, 'tri': 0.04231158779177566, 'extensions': 0.03796604429191014, 'geometries': 0.0359027812490876, 'harmonic': 0.03568926715979993, 'theory': 0.03147300189656616, 'lie': 0.02845234451942004, 'factor': 0.027256394566323505, 'rescaling': 0.026178469596763707, 'holomorphic': 0.025811254244294896, 'sigma': 0.025656381232491282, 'mass': 0.021530027781117084, 'fermions': 0.020096110160132324}"
8887,"{'algebra': 0.2157996481210471, 'curle': 0.1861662931228532, 'algebras': 0.13918673037632762, 'curlh': 0.1360244138905506, 'automorphism': 0.1093982896269834, 'eld': 0.10549728697225645, 'equations': 0.09457304377605211, 'elements': 0.09098469533295882, 'cliord': 0.08774424607519066, 'case': 0.08377917362318274, 'spin': 0.07198809537847684, 'element': 0.0705345673553799, 'handed': 0.06638791534568102, 'elds': 0.06625002629045501, 'force': 0.06625002629045501, 'tensor': 0.06557558305364908, 'lkn': 0.06460112669601568, 'anti': 0.06451508028074251, 'electromagnetic': 0.064317218102785, 'spinor': 0.064317218102785, 'product': 0.06171875574405217, 'neutrino': 0.061371414923473214, 'complex': 0.06114760377047751, 'vector': 0.05302646968877733, 'isomorphism': 0.052107315610608745, 'lrn': 0.04640385030812079, 'general': 0.04452121207795934, 'periodicity': 0.04440084116422081, 'spaces': 0.04350870571376223, 'diracs': 0.042913816276998064}"
