Author Id,Paper Id
4216,"['9407186', '9410115', '9508105', '9601016', '9601163', '9607036', '9705130', '9711098', '9806024', '9806155', '9901014', '9906055', '0001130', '0108102', '0108238']"
4217,"['9407185', '9605108', '9607021', '9608157', '9801108', '9806092', '9810155', '9906064', '9908076', '0002091', '0011156', '0012148', '0105108', '0106261', '0108114', '0108115', '0112080', '0204038', '0208120', '0301218', '0302034']"
4218,['9407184']
4219,['9407184']
4220,['9407183']
4221,"['9407185', '9605108', '9607021', '9608157', '9810155', '9906064', '9908076', '0011156', '0012148', '0105108', '0106261', '0108114', '0108115', '0112080', '0204038', '0208120', '0301218', '0302034']"
4222,"['9407137', '9808021']"
4223,['9407125']
4224,['9407124']
4225,['9407124']
4226,"['9407124', '9411194']"
4227,"['9410135', '9408059', '9412029', '9610015', '9610168', '9610169', '9611009', '9611234', '9707080', '9711155', '9807034']"
4228,['9407124']
4229,"['9407142', '9408001', '9504136']"
4230,"['9407152', '0003131', '0003200', '0110151', '0111151', '0204178', '0209245', '0304175', '0304235']"
4231,['9407160']
4232,"['9407160', '9705099', '9703064']"
4233,"['9407139', '9409194', '9705026', '9809013']"
4234,['9407140']
4235,['9407132']
4236,"['9407128', '0002217', '0003209', '0104068', '0201243', '0203222', '0301249', '0301239']"
4237,"['9407192', '9602147']"
4238,"['9407170', '9507124']"
4239,['9407171']
4240,['9408067']
4241,['9408067']
4242,['9408159']
4243,"['9408161', '9407174', '9407175', '9412121', '9503133', '9609166']"
4244,['9408162']
4245,['9408173']
4246,['9408172']
4247,['9407171']
4248,"['9408168', '9409181', '9409182', '9507173', '9601148', '9601147', '9601146', '9603065', '9605192', '9609136', '9610030', '9610141', '9610113', '9702089', '9705151', '9707009', '9708006', '9709221', '9811077', '9901075', '9903183', '9905066', '9907156', '9907157', '0003252', '0103026', '0105179', '0201101', '0210147', '0212106']"
4249,"['9408167', '9505017']"
4250,"['9408166', '9612021', '9809165']"
4251,['9407171']
4252,['9407171']
4253,['9407166']
4254,['9407165']
4255,['9407165']
4256,['9407166']
4257,"['9407185', '9507169', '9606103', '9605113', '9608157', '9708134', '9803107', '9806080', '9810010', '9909199', '9911029', '0003282', '0006093', '0012033', '0301048']"
4258,"['9407192', '9701023', '9903053', '9904182', '9910245']"
4259,['9407192']
4260,['9407168']
4261,['9407171']
4262,['9407171']
4263,['9407171']
4264,['9407172']
4265,['9407172']
4266,"['9407170', '9507124']"
4267,"['9407170', '9802048', '9901155']"
4268,"['9407168', '9504002', '9605027']"
4269,"['9407168', '9511224', '9605027']"
4270,['9408008']
4271,"['9408007', '9403086']"
4272,"['9408006', '9411241']"
4273,"['9408009', '0010150']"
4274,['9408050']
4275,['9408050']
4276,"['9408059', '9408123', '9412029', '9410135', '9610015']"
4277,['9408056']
4278,['9408010']
4279,"['9408054', '9602039', '9612206', '9702125', '9906062', '0107221', '0209183']"
4280,"['9408011', '9412221']"
4281,"['9408014', '9606067']"
4282,"['9408024', '9410099', '9506197', '9509118', '9609190', '9701047', '9704193', '9707195', '0001013', '0007063', '0105320', '0110162']"
4283,"['9408032', '9809169', '0208006', '0301167', '0304083']"
4284,"['9408030', '9409046', '9409081', '9503192', '9602152', '9609240']"
4285,"['9408032', '9411041', '9412177', '9809169']"
4286,"['9408004', '9901162']"
4287,"['9408003', '9812006']"
4288,['9408003']
4289,['9408003']
4290,['9408003']
4291,['9408062']
4292,['9407144']
4293,['9407143']
4294,"['9407146', '0104008', '0209246']"
4295,"['9408066', '9709213', '9802010']"
4296,"['9407155', '9504155', '9507005', '9507164']"
4297,['9407148']
4298,"['9407147', '0202112']"
4299,['9408174']
4300,"['9408035', '9409008', '9502076']"
4301,['9408062']
4302,['9408044']
4303,['9408035']
4304,['9408045']
4305,['9408046']
4306,"['9408039', '9908160']"
4307,['9408037']
4308,['9408037']
4309,['9408039']
4310,"['9408176', '9408146']"
4311,['9408122']
4312,"['9408123', '9503005', '9507165', '9507166', '9606143', '9606154', '9707060', '0002142', '0008165', '0012149', '0105123', '0201099']"
4313,"['9408125', '9508050', '9510168', '9512182']"
4314,"['9408127', '0212319']"
4315,['9408127']
4316,['9408132']
4317,['9408140']
4318,['9409031']
4319,"['9408132', '9409010', '9501042', '9507159', '9512073', '9706088', '0010180', '0012106', '0012107', '0106050', '0202037', '0207060', '0211200', '0303244']"
4320,"['9408132', '9411227', '9501119', '9507159', '9601081', '9605039', '9609019', '9703006', '9708051', '0006099', '0007093', '0008114']"
4321,['9408122']
4322,"['9408122', '9412019']"
4323,"['9408138', '9408139', '9410045', '9412013', '9412091', '9501062', '9503037', '9505007']"
4324,['9408122']
4325,"['9408102', '9408106']"
4326,"['9408075', '9612118', '9705203', '9707058', '9804022', '9812058', '9909115', '0109146']"
4327,['9408073']
4328,"['9408072', '9609175', '9607116', '9711101', '9907172', '0202051', '0302211']"
4329,"['9408071', '9505064', '9702130', '9702131', '9812130', '9912176', '0005257', '0006121', '0111242', '0202089']"
4330,"['9408071', '9505064', '9702131', '9812130']"
4331,"['9408072', '9501009']"
4332,"['9408122', '9412019']"
4333,"['9408076', '9503167', '9605105']"
4334,['9408079']
4335,['9408078']
4336,['9408079']
4337,"['9408082', '9501072', '9506104', '9503129', '9510055', '9601050', '9604140', '9609167', '9806131', '9812195']"
4338,"['9408079', '9503200', '9802075', '9907068']"
4339,['9408080']
4340,['9408080']
4341,['9408080']
4342,['9408079']
4343,"['9412052', '9702011', '9904216', '0210233']"
4344,['9412055']
4345,['9412049']
4346,"['9412048', '9412046']"
4347,"['9412043', '9505036', '9507080']"
4348,"['9412041', '9411237', '9508077']"
4349,['9412055']
4350,"['9412024', '9609116', '9703176', '9712242', '9803089', '9809010', '9906117', '9905170', '9912245', '0008166', '0106164']"
4351,['9412038']
4352,"['9412039', '9411045', '9502051', '9604079']"
4353,['9412054']
4354,['9412056']
4355,"['9412060', '9607221', '9607222']"
4356,['9412059']
4357,['9412058']
4358,"['9412041', '9412010', '9508077']"
4359,"['9408110', '9511204', '9612181']"
4360,"['9408108', '9711139', '0005237', '0005234', '0005232', '0005235']"
4361,['9408108']
4362,['9408108']
4363,"['9408108', '9412073', '9605128', '9603083', '0108025', '0209050']"
4364,['9408111']
4365,['9408108']
4366,['9408107']
4367,['9408105']
4368,['9408105']
4369,['9408105']
4370,['9408108']
4371,"['9412041', '9412010', '9508077']"
4372,"['9408122', '9412019', '9609187']"
4373,"['9408117', '9607150', '9610010', '9709140', '9905090']"
4374,"['9408084', '9508029', '9509074', '9512213', '9602034', '9605173', '9901130', '9912287', '9912233', '0008188']"
4375,"['9409016', '9512119', '9606032', '9701109']"
4376,['9409016']
4377,"['9409018', '9506049', '9601066', '9905101', '9905189']"
4378,['9409019']
4379,['9409019']
4380,['9409022']
4381,"['9409029', '9412226', '9505057', '9511206', '9709152', '9911220', '0012242', '0109159', '0203179']"
4382,"['9409027', '9710134', '9910206', '0003210', '0007187', '0211154']"
4383,['9409027']
4384,"['9409027', '9606115', '9609117', '9704048']"
4385,"['9409026', '9411211', '9605092']"
4386,['9409025']
4387,"['9409016', '9505118', '9508084', '9512119', '9606032', '9701109', '9706203', '9910218']"
4388,['9409025']
4389,"['9408151', '9408157', '9408152', '9408150', '9611080']"
4390,['9408151']
4391,"['9408151', '9411027', '9604074']"
4392,['9408145']
4393,['9408145']
4394,['9408145']
4395,['9408143']
4396,['9408143']
4397,"['9408156', '9507111', '9512064', '9606159', '9607076', '9704025', '9808034']"
4398,"['9408150', '9408152', '9408151']"
4399,['9408151']
4400,"['9408153', '9609235', '9706181']"
4401,['9408150']
4402,['9408150']
4403,"['9409016', '9508084', '9606032', '9701109']"
4404,"['9408090', '9806207']"
4405,"['9408089', '9506066', '9511064', '9604134', '9604189', '9609084', '9610077', '9610252', '9706071', '9702153', '9705192', '9708090', '9703039', '9712118', '9805097', '9805146', '9805208', '9806071', '9811120', '9906127', '9905064', '9909088', '9909102', '0002166', '0005031', '0008064', '0009244', '0010060', '0010181', '0012198', '0105227', '0202127', '0209159', '0212248']"
4406,['9408088']
4407,"['9408141', '9511169']"
4408,"['9408091', '9812148', '9906021', '0012086']"
4409,['9408100']
4410,['9408100']
4411,"['9408098', '9409158', '9506160', '9602030', '9604178', '9607041', '9702050', '9705239', '9804208', '9809122', '9908077', '0109019', '0111004', '0111155', '0203231', '0210209']"
4412,['9408095']
4413,['9408094']
4414,"['9408084', '9508029']"
4415,"['9409003', '9409032', '9409106', '9506092', '9711157', '9803095', '9804074', '9808178']"
4416,['9409003']
4417,['9409001']
4418,"['9409001', '9409078', '9512036', '9604006', '9604074', '9610078', '9703104', '9706152', '9709025', '9711062', '9711196', '9801176', '9804055', '9804183', '9811229', '9912179', '0001099', '0006032', '0009078', '0101090', '0101022', '0112053', '0201034', '0207274', '0208072']"
4419,"['9409015', '9412106', '9511111', '9511077', '9609220', '9703183', '9706033']"
4420,"['9409003', '9409032', '9502125', '9506092', '9510036']"
4421,['9409010']
4422,"['9409011', '9504080', '9509130', '9512140', '9603051', '9702014', '9704104', '9707217', '0009009', '0204189']"
4423,['9409012']
4424,['9409035']
4425,['9409035']
4426,"['9409036', '9409090']"
4427,"['9409037', '9409118', '9410222', '9507003']"
4428,['9409046']
4429,"['9409043', '9410133']"
4430,"['9409043', '9711120', '9711151', '0002045', '0008015', '0010177', '0011173', '0112246']"
4431,['9409087']
4432,"['9409085', '9608138', '9701160', '9712210', '9809092']"
4433,"['9409063', '9410108']"
4434,['9409063']
4435,['9409035']
4436,"['9409042', '9805144']"
4437,['9409041']
4438,"['9409042', '9409109']"
4439,"['9409042', '9409109']"
4440,"['9409039', '0008146', '0010038', '0106167', '0108181', '0206102', '0206157', '0207209', '0210261', '0212048', '0301179']"
4441,['9409034']
4442,['9409033']
4443,['9409054']
4444,"['9409053', '9602016', '9901043']"
4445,['9409053']
4446,['9409052']
4447,['9409054']
4448,['9409051']
4449,"['9409050', '9612097']"
4450,"['9409049', '0104237']"
4451,['9409048']
4452,['9409050']
4453,['9409087']
4454,['9409055']
4455,"['9409033', '9601093', '9610073', '9712235', '9801198', '9803010']"
4456,['9409052']
4457,['9409059']
4458,"['9409081', '9505181', '9611070', '9904185', '9904205', '9911127', '9911227', '0002234']"
4459,['9409083']
4460,['9409073']
4461,"['9409072', '9605017', '9711090', '9811258', '9905230', '9912273', '0107217', '0206012']"
4462,['9409070']
4463,"['9409070', '9505148']"
4464,"['9409078', '9512036', '9604006', '9703104', '9706152', '9711062', '9711196', '9811014']"
4465,"['9410087', '9502132', '9506174', '9703189', '9709029', '9806173', '9905087', '0006241']"
4466,"['9410087', '9502132', '9503008', '9506174', '9711019', '9810035', '0105195', '0205079', '0210251', '0210238', '0211236']"
4467,['9409079']
4468,"['9410122', '9708162', '9908063']"
4469,"['9409067', '9409065']"
4470,"['9409097', '9506067']"
4471,"['9409094', '9605094', '9802145']"
4472,"['9409085', '9608138']"
4473,"['9409091', '9503187', '9503188', '0004082']"
4474,"['9409094', '9605094']"
4475,['9409067']
4476,['9409099']
4477,"['9409066', '9506193', '9512052', '9605013', '9704017', '9705202', '9802020', '9907084', '9912267', '0010259', '0205033', '0208178', '0209244', '0212269', '0303060']"
4478,['9409065']
4479,"['9409064', '9507062', '9604065', '9608127', '9610250', '9611214', '9703217', '9711097', '9710240', '9805140', '9809106', '9803023', '9812159', '9903067', '9903227', '9906087', '9907166', '9909202', '9911057', '0008075', '0008016', '0012093', '0107215', '0111092', '0208126', '0210105', '0304181']"
4480,"['9409084', '9604018', '9705159', '9812190', '0212202']"
4481,"['9410089', '9803160', '9903195']"
4482,['9409105']
4483,['9409105']
4484,"['9409106', '9506205', '9602084', '9610062', '9611060']"
4485,['9409106']
4486,['9409107']
4487,['9409107']
4488,"['9409108', '9702190', '9709034', '0001012']"
4489,['9409116']
4490,['9409116']
4491,"['9409110', '9412115']"
4492,"['9409110', '9702155', '0101135']"
4493,"['9409112', '9604014', '9605168', '9702136', '9704089', '9705175', '9712168', '9803068', '9807082', '9902046', '9905024', '9909017', '9910238', '0003227', '0005047', '0012065', '0108001', '0204026', '0301059', '0301048', '0302160']"
4494,"['9409117', '0206178']"
4495,"['9409115', '9503224', '9508161', '9510196', '9512099', '9602168', '9704088', '9803079', '9804048', '9811114', '9905026', '9907161', '9911103', '9911219', '9911254', '0003283', '0008098', '0108116', '0301239']"
4496,"['9409115', '9503224', '9508161', '9510196', '9602168', '9803079', '9804048', '9811114', '9907161', '9912251', '0210031', '0210092']"
4497,['9409116']
4498,['9409116']
4499,['9409117']
4500,"['9409118', '9409037', '9410222', '9507003']"
4501,"['9409119', '9507160', '9508058']"
4502,"['9409123', '9902070', '9902069', '9912229']"
4503,['9409124']
4504,['9409135']
4505,['9409132']
4506,"['9409130', '9504085']"
4507,"['9409154', '9512004', '9701048', '9704177', '9712022', '9807011', '9812118', '9906039', '9907184', '9908023', '9911019', '9911081', '0004165', '0007090', '0010179', '0012071', '0107081', '0110186', '0205096', '0209176']"
4508,['9409152']
4509,['9409152']
4510,['9409152']
4511,"['9409161', '9410145', '9410163', '9411200']"
4512,"['9409151', '9712193']"
4513,['9409151']
4514,"['9409147', '9501083']"
4515,"['9409151', '9505054']"
4516,"['9409161', '9410163']"
4517,['9409046']
4518,['9409157']
4519,"['9409155', '9502068']"
4520,['9409157']
4521,['9409157']
4522,['9409047']
4523,"['9409172', '9411121', '9605067']"
4524,"['9409171', '9505189', '9505191', '9606164']"
4525,"['9409166', '9412135', '9512149', '9706032', '9709174']"
4526,"['9409165', '9512160']"
4527,['9409165']
4528,"['9409165', '9411077']"
4529,"['9409143', '0012047', '0112237', '0211072', '0211071']"
4530,['9409163']
4531,"['9409173', '9412156']"
4532,"['9409173', '9412156', '9507172']"
4533,"['9409103', '9706198']"
4534,"['9409173', '9412156', '9507172']"
4535,['9412025']
4536,"['9410090', '9412215']"
4537,"['9409191', '9411136', '9507110', '9605196', '0203245', '0301066']"
4538,"['9409191', '9411136', '9507110', '9605196']"
4539,"['9410056', '9411095', '9412209', '9507113', '9601145', '9603108']"
4540,"['9410015', '9508009', '9511220']"
4541,"['9410042', '9502041', '9502039', '9502040', '9506074', '0005100']"
4542,['9410040']
4543,"['9409187', '9711159', '9902130']"
4544,"['9410038', '9411228', '9808154', '0204069']"
4545,['9410036']
4546,"['9410036', '9410022', '9411145', '9411144']"
4547,['9410035']
4548,['9410035']
4549,"['9409187', '9506010']"
4550,"['9410012', '9605079', '9701138', '9708080', '9709089']"
4551,"['9410012', '9605079', '9701138', '9708080', '9709089', '9710201', '9811128', '9812097', '9903029', '9903207', '0008053', '0209155']"
4552,"['9410011', '9610111', '9701165', '9703194', '9703167', '9803076', '9803249', '9805056', '9902180']"
4553,['9410009']
4554,"['9410007', '9412140', '9509089', '9609103', '9802071', '9807221', '0007183', '0012166', '0012174', '0107133', '0201057', '0212237']"
4555,['9410009']
4556,"['9410043', '9509003', '9802167', '9806163', '9810133', '0006170']"
4557,['9409196']
4558,"['9409184', '9710049', '9711020', '9711021', '9801035', '0006070', '0105200']"
4559,['9409184']
4560,"['9409183', '9410122']"
4561,"['9409183', '9504151', '9507052', '9507100', '9512110', '9702002', '9701102', '9706018', '9711092', '9711186', '9712053', '9712099', '9803181', '9807180', '9810016', '9811066', '9812001', '0112170', '0204188', '0210085', '0301096']"
4562,['9409182']
4563,"['9409183', '9410122', '9504151', '9506166', '9507052', '9507100']"
4564,['9410035']
4565,['9410026']
4566,['9410027']
4567,"['9410015', '9508009']"
4568,['9410032']
4569,"['9408016', '9511010']"
4570,['9408025']
4571,"['9408022', '9807081', '9904052', '0011096']"
4572,['9408022']
4573,['9408016']
4574,"['9408022', '9807081', '9810074', '9904052', '0011096']"
4575,['9408017']
4576,['9409199']
4577,['9410053']
4578,['9410034']
4579,['9410049']
4580,['9410049']
4581,['9410049']
4582,"['9410048', '9606101', '9604142', '9606022', '9903264']"
4583,['9410047']
4584,"['9410025', '9506053', '9601063']"
4585,"['9410034', '9505127', '9511127', '9511156', '9801100']"
4586,['9410023']
4587,['9410020']
4588,"['9410020', '9504038', '9705086', '9704181']"
4589,"['9410020', '9507084', '9705086', '9704181']"
4590,['9410019']
4591,"['9410016', '9610148']"
4592,"['9410016', '9504013', '9508124', '9607072', '9603081', '9610082', '9703098', '9709171', '9804018', '9806018', '9806166', '9811208', '9904013', '0003151', '0011271', '0205295', '0211249', '0210291']"
4593,"['9410019', '0006036']"
4594,"['9410005', '9609126', '9610107', '9708055']"
4595,"['9410068', '9412014', '9503154', '9506037', '9602144', '9604164', '9609025', '9711131', '9803192', '9904113', '9909107', '0102146']"
4596,"['9410073', '9512154', '9604177', '9707232', '9709027', '9801106', '0106177', '0111072', '0204008', '0206154', '0301026']"
4597,"['9410123', '9502137']"
4598,['9410102']
4599,"['9410071', '9604072', '9605141', '9703023', '9704152']"
4600,['9410066']
4601,"['9410098', '9505154', '9601131', '9612112', '9811084', '9811166', '9812045', '0009125', '0009179', '0009243', '0010081', '0108107', '0207071']"
4602,"['9410095', '9411231', '9507059', '9507058', '9611082', '9611054', '9704210', '9705083', '9705172', '9802019', '9806206', '9810178', '9905025', '0001136', '0002162', '0106037', '0105091', '0204042', '0302084']"
4603,['9410094']
4604,"['9410093', '9906030', '0009106']"
4605,"['9410092', '9510082', '9510189', '9604152', '9706176', '9709019', '9709047', '9802127', '9809053', '9812229', '9906068', '0003268', '0011119', '0011019', '0003070', '0107106', '0112176']"
4606,"['9410091', '9610207']"
4607,"['9410095', '9411231', '9507058', '9507059', '9611054', '9611082', '9704210', '9705083', '9705172', '9802019', '9806206', '9810178', '9905025', '0001136', '0002162', '0106037', '0105091', '0204042', '0302084', '0304094']"
4608,"['9410064', '9605194', '9612225', '9701100', '9807015', '9810058']"
4609,"['9410063', '9411192', '9506047', '9607219', '9610216', '9702138', '9705229', '9712110', '9802130', '9804086']"
4610,"['9410062', '9410061', '9410060', '9410059', '9410058', '9410207', '9506097']"
4611,['9410083']
4612,"['9410083', '9501118']"
4613,"['9410083', '9501118']"
4614,['9410094']
4615,"['9410101', '9412070', '9501064', '9501048', '9501093', '9503023', '9508086', '9608071', '9608070', '9707083', '9709084', '9806168', '9811015', '9812060', '9905204', '9906144', '9910154', '0101105', '0103050', '0110217', '0209125']"
4616,"['9410123', '9502137', '9805075', '0001220', '0205260']"
4617,['9410125']
4618,"['9410115', '9807078', '9807215', '0001129', '0201222', '0301100']"
4619,['9410115']
4620,"['9410116', '9504097', '9509158', '9510167', '9511141', '9608078', '9611066', '9801076', '9803030', '9803231', '9806087', '9812032', '9810128', '9811231', '9901050', '9903003', '9904073', '9905163', '9906030', '9909070', '9910023', '9910201', '0002230', '0010138', '0011230', '0105276', '0112119', '0204054', '0210080', '0209067', '0211011', '0212184', '0301221', '0302136']"
4621,['9410112']
4622,"['9410114', '9509088', '9606014', '9612070']"
4623,['9410112']
4624,['9410003']
4625,['9409180']
4626,"['9410131', '9507016', '9609083', '9612068', '9701180', '9702004', '9702069', '9702071', '9705049', '9707227', '9707237', '9809155', '9902175', '9903141', '9903106', '9911171', '0002109', '0003127', '0102111']"
4627,"['9410130', '9601046']"
4628,"['9410129', '0111067']"
4629,"['9410130', '9511113', '9511140', '9601046', '9911207']"
4630,['9410106']
4631,['9410106']
4632,['9410134']
4633,['9410102']
4634,"['9410104', '9411118', '9607243', '9706032', '9903256', '0211257']"
4635,['9412025']
4636,"['9410205', '9503170', '9508173']"
4637,"['9410194', '9702188']"
4638,"['9410194', '9504127', '9506180', '9510059', '9512175', '9607129', '9610167', '9704052', '9706091', '9904141', '0007088', '0207201', '0209020', '0304019']"
4639,['9410175']
4640,['9410175']
4641,['9410176']
4642,"['9410190', '9802086', '9912202', '0003027', '0011208', '0106052', '0201071', '0209055']"
4643,['9410190']
4644,"['9410193', '9502129']"
4645,['9410193']
4646,"['9410185', '9705089']"
4647,"['9410182', '9506166', '9603043', '9712021', '9806105', '9808183', '9901152', '9901105', '9903022', '0012247', '0202191', '0204055', '0206090', '0208074', '0210158', '0212343', '0303153']"
4648,['9410211']
4649,['9410211']
4650,"['9410211', '9609158', '9909014']"
4651,['9410199']
4652,['9410199']
4653,"['9410199', '0001203', '0005273', '0009230', '0106205', '0107068']"
4654,"['9410198', '9701038', '0301037']"
4655,"['9410172', '9411158', '9412034', '9412111', '9602146']"
4656,"['9410213', '9501035']"
4657,['9410143']
4658,['9410143']
4659,"['9410206', '9508033', '9904071']"
4660,"['9410206', '9508033', '9510093', '9602097', '9706158', '9904071', '0105155', '0201205', '0203160', '0205074', '0302105']"
4661,"['9410205', '9503170']"
4662,"['9410204', '9502015', '9506204', '9511060', '9712019']"
4663,"['9410186', '9510015', '9609177', '0207186']"
4664,['9410185']
4665,"['9411122', '9609202', '9703048', '9812176']"
4666,['9411125']
4667,"['9411125', '9706108', '9801201', '0009201']"
4668,"['9411125', '9801143', '9807077']"
4669,"['9411126', '9411113']"
4670,"['9411127', '9502017', '9506183', '9601169', '9601120', '9903239', '0103164', '0207225']"
4671,['9411127']
4672,"['9411131', '0005162', '0012042', '0012180', '0104057', '0112079', '0201187']"
4673,"['9411132', '0105257']"
4674,['9411140']
4675,['9411137']
4676,"['9411128', '9504161', '9604056', '0005108', '0101117']"
4677,"['9411160', '9604080', '9611158', '0112096', '0203192']"
4678,['9411145']
4679,"['9411142', '0303143']"
4680,"['9411142', '9606074', '9609131', '9706103', '9809030']"
4681,"['9411047', '9403104', '9506125', '9507007', '9512107', '9606039', '9607183', '9609098', '9701137', '9902160', '9908126', '9908075', '0002223', '0102095', '0205183']"
4682,"['9410190', '9802086', '9912202', '0003027', '0011208', '0106052', '0201071', '0209055']"
4683,"['9411142', '9609131']"
4684,"['9411159', '9403080', '9411071', '9411069', '0111243']"
4685,"['9411154', '9611002', '9611001', '9806137', '0011293']"
4686,"['9411154', '9411155', '0104154', '0105025']"
4687,['9411152']
4688,['9411150']
4689,['9411140']
4690,"['9410144', '9504008']"
4691,"['9410144', '9504008']"
4692,"['9410144', '9504008']"
4693,"['9411044', '9412219']"
4694,"['9411038', '9403093']"
4695,['9411027']
4696,['9411027']
4697,"['9411009', '9712220']"
4698,['9411011']
4699,['9411026']
4700,['9411026']
4701,['9411027']
4702,['9411016']
4703,"['9411015', '9503040', '9508135', '9611013', '9708041', '9708131', '9710237', '9711030', '9703066', '9712135', '9804029', '9904190', '0002187']"
4704,['9411029']
4705,"['9411009', '9501134', '9508079', '9702026']"
4706,"['9411008', '9411007', '9707028', '0203088']"
4707,['9410214']
4708,"['9411033', '9810176', '9912068', '0211057']"
4709,['9411038']
4710,"['9411033', '9611226', '9710111', '9912068', '0208162', '0208213', '0211057']"
4711,"['9411036', '9512105']"
4712,['9411035']
4713,['9411034']
4714,['9411034']
4715,['9411008']
4716,['9411023']
4717,"['9411023', '9509038', '9510002']"
4718,['9410139']
4719,"['9410152', '9804125', '9804126', '9804124', '9808156', '9903068', '9903002', '9906193', '9908160', '0003218', '0006103', '0301104']"
4720,['9410171']
4721,"['9410150', '0109109']"
4722,['9410171']
4723,['9410140']
4724,"['9410149', '0105161', '0106150', '0207243', '0211034']"
4725,['9410143']
4726,['9410143']
4727,['9410143']
4728,"['9410150', '9501140', '9503237', '9504077', '9606108', '9609141', '9611193']"
4729,['9410154']
4730,"['9410154', '9512013', '9610248', '9612221', '9702046', '9710154', '9804188', '9807154', '9812226', '9907183', '0003019', '0010046', '0110119', '0202015', '0206183']"
4731,['9410153']
4732,['9410213']
4733,"['9411023', '9510002']"
4734,"['9411021', '9512225', '9607057', '9704030', '9705188', '9708022', '9802016', '9809187', '9811131', '9812127', '9908020', '0006062', '0003160', '0005048', '0007226', '0009142', '0103256', '0205174', '0211100']"
4735,"['9411022', '0108215', '0201191', '0202136']"
4736,"['9411022', '9506178']"
4737,"['9410152', '9609041', '9609145', '9610156', '9701055', '9912271']"
4738,['9410159']
4739,['9410159']
4740,"['9410158', '9704082', '0304097']"
4741,['9410160']
4742,"['9411088', '9705123', '9803029']"
4743,"['9411090', '9505001', '9602100', '9804077']"
4744,"['9411091', '9504025', '9510152', '9510151', '9602072', '9606108', '9701024', '9806038', '0208105']"
4745,['9411092']
4746,"['9411092', '9510024']"
4747,"['9411092', '9510024']"
4748,"['9411093', '0103209']"
4749,"['9403178', '9411240']"
4750,['9407124']
4751,"['9411094', '0106039']"
4752,"['9411096', '9411104', '9503064', '9605134', '9605143', '9607034']"
4753,"['9411096', '9411104', '9512041', '9503064', '9605143', '9607034', '9708150', '9804193', '0108192', '0206209', '0211233', '0304067']"
4754,['9411098']
4755,"['9411087', '9903266']"
4756,"['9411086', '9412093', '9507111', '9512064', '9607076', '9606159', '9608060', '9704025']"
4757,"['9411119', '9411185', '9504056', '9511208', '9602166', '9701041', '9706041']"
4758,['9411112']
4759,['9411111']
4760,['9411110']
4761,"['9411109', '9508102', '9508101', '9509109', '9705070', '9711065', '9910068', '9911159', '0102072']"
4762,['9411109']
4763,"['9411106', '9601157', '9712153', '9902056', '9908128', '0002144', '0010011', '0101160', '0202141', '0203035', '0211214', '0212288']"
4764,['9411115']
4765,"['9411117', '9912138']"
4766,['9411114']
4767,['9411115']
4768,['9411115']
4769,['9411115']
4770,['9411113']
4771,['9403089']
4772,"['9403089', '9510137', '9607218', '9611207', '9810095', '9904122', '9912254', '0011175', '0105284', '0107145', '0111102']"
4773,"['9403083', '9601005']"
4774,['9403082']
4775,['9403091']
4776,['9403095']
4777,"['9403108', '9704143', '9712077', '9802198', '9812027']"
4778,['9403099']
4779,"['9403099', '9909083', '9909147']"
4780,['9403101']
4781,"['9403102', '9411181', '9411083']"
4782,['9403103']
4783,['9403108']
4784,['9403100']
4785,['9403115']
4786,['9403114']
4787,"['9403087', '9512215', '9708052', '9807089']"
4788,"['9403098', '9708033', '9902001', '0212044', '0302138', '0303004']"
4789,['9403098']
4790,"['9403109', '9501035']"
4791,"['9403115', '0102060', '0111105', '0112177', '0202116', '0212141', '0302174']"
4792,['9403112']
4793,"['9411106', '0110143', '0203035']"
4794,"['9411162', '9411167', '9509062', '9603174', '9805020', '0010029', '0101032', '0206039', '0212286']"
4795,['9411167']
4796,"['9411168', '9503118', '9501100', '9504084', '9504138', '9508005', '9509072', '9510072', '9512214', '9609038', '9611148']"
4797,"['9411171', '9411172', '9411174', '9411173', '9508134', '9706178']"
4798,"['9411174', '9508134']"
4799,['9411175']
4800,['9411176']
4801,"['9411177', '9702092', '9707189']"
4802,"['9411177', '9702092', '9707189']"
4803,"['9411184', '9606163']"
4804,"['9411183', '9505123', '9506075', '9511017', '9607013', '9610144', '9701145', '9802088', '9805091', '9901053', '9911249', '0001076', '0011060', '0103242', '0105258', '0112190', '0203028']"
4805,['9411184']
4806,['9411181']
4807,"['9411120', '9603048', '9604085', '9802021', '9911122']"
4808,"['9411186', '9706078', '9710236', '9804167', '9812249', '9902038', '9905108', '9911166', '0010139', '0011012', '0104114', '0107012', '0109113', '0110074', '0202203', '0211083', '0303192']"
4809,"['9411194', '9407124']"
4810,"['9411189', '9511155']"
4811,['9411191']
4812,['9411052']
4813,['9411050']
4814,['9411050']
4815,['9411052']
4816,['9411062']
4817,"['9411084', '9703129']"
4818,['9411058']
4819,"['9411084', '9507174', '9509100']"
4820,['9411060']
4821,['9411058']
4822,['9411072']
4823,['9411072']
4824,"['9411072', '9411073']"
4825,['9411070']
4826,"['9411068', '9512045']"
4827,['9411067']
4828,"['9411065', '9506069']"
4829,"['9411075', '9603131', '9612027', '9703098', '9904013', '9905018', '9910048', '0007234', '0008060', '0101028', '0103111', '0212081']"
4830,['9411077']
4831,['9411074']
4832,['9411083']
4833,['9411083']
4834,['9411081']
4835,"['9411080', '9508146', '9511139', '9511176', '9702052', '9703017', '9803030', '9811231', '9910201']"
4836,"['9411079', '9712052']"
