Paper Id,Author Id
9803161,"['7', '6', '4', '9', '9566']"
9803153,"['1', '3', '8', '8']"
9803151,"['9', '5', '6', '5', '1282']"
9803156,"['3', '7', '2', '4', '8256']"
9803155,"['2', '3', '1', '0', '2848', '2309']"
9801111,"['1', '9', '7', '2076', '7037']"
9801109,"['4', '5', '0']"
9801110,"['9', '5', '0', '9', '1911', '8600']"
9802131,"['6', '9', '8', '0', '9434']"
9802132,"['9', '5', '6', '9']"
9803152,['1']
9803154,"['1', '4', '4', '0', '7041', '2179']"
9803264,"['9', '5', '7', '3', '9574']"
9803265,"['3', '6', '3', '6081', '3259']"
9804001,"['3', '4', '2', '2', '3407']"
9804002,"['9', '5', '7', '5', '9576']"
9803263,"['5', '7', '9', '4', '1653', '4085', '9581', '9448']"
9804003,"['1', '6', '0', '4', '9577', '1475']"
9804004,"['5', '0', '9', '7', '9152']"
9803262,"['9', '5', '7', '9', '464', '2913', '124', '1026']"
9803255,"['9', '5', '8', '0']"
9803235,"['6', '6', '7', '2', '681', '236', '1273']"
9803236,"['8', '1', '6', '3']"
9803237,"['1', '7', '8', '2']"
9803238,"['2', '7', '9', '1', '2060']"
9803239,"['1', '4', '6', '3', '4881']"
9803240,"['9', '5', '8', '2', '6097', '3493']"
9803241,"['8', '8', '8', '8', '8886']"
9803253,"['2', '5', '6', '4', '9607', '6912']"
9803254,"['9', '4', '5', '0']"
9803256,"['6', '8', '5', '0', '6798']"
9803204,"['9', '5', '8', '3', '6000', '9587']"
9803205,"['2', '6', '0', '5', '1961', '363']"
9803206,"['5', '6', '6', '2']"
9803207,"['3', '6', '7', '1', '6948']"
9803208,"['5', '0', '2', '5', '3770']"
9803209,"['8', '6', '6', '8583', '8579']"
9803210,"['3', '4', '8', '0']"
9803211,"['9', '5', '8', '4', '9585']"
9803203,"['5', '6', '6', '2']"
9803202,"['5', '9', '2', '8']"
9803232,"['7', '7', '1', '2', '8087', '4892']"
9803257,"['2', '2', '7', '6']"
9803258,"['6', '0', '7', '3', '3434']"
9803259,"['1', '8', '1', '5', '7819', '2', '165', '236', '9588']"
9803260,"['8', '7', '0', '7', '7569', '8492']"
9803261,"['8', '1', '7', '6', '1998']"
9803234,"['9', '5', '8', '9', '9590', '143']"
9803233,"['9', '5', '9', '1']"
9803133,"['3', '3', '8', '4']"
9803134,"['8', '1', '0', '3', '9592']"
9803135,"['2', '3', '2', '703', '9156']"
9803136,"['9', '5', '9', '3', '6248']"
9803132,"['9', '5', '9', '4', '6189', '9596']"
9803137,"['1', '6', '2', '7', '6240', '915', '644', '1653']"
9803138,"['8', '8', '9']"
9803130,"['1', '4', '3', '6', '8433']"
9803129,"['9', '5', '9', '5', '151']"
9803124,"['1', '4', '6', '3']"
9803131,"['3', '1']"
9803099,"['6', '1', '5', '4']"
9803100,"['9', '2', '4', '6']"
9803101,"['1', '1', '5', '9', '9599']"
9803102,"['9', '6', '0', '0', '9601']"
9803103,"['6', '2', '4', '0', '238', '644']"
9803104,"['6', '4', '5', '4', '65', '929']"
9803118,"['8', '5', '0', '0', '26']"
9803119,"['8', '6', '4', '7']"
9803120,"['9', '6', '0', '3', '1755']"
9803121,"['9', '6', '0', '4']"
9803247,"['9', '1', '9', '0', '9605', '9189', '1906']"
9803248,"['7', '7', '6', '5', '7766']"
9803249,"['4', '5', '5', '2', '4108']"
9803246,"['9', '6', '0', '6', '7844']"
9803250,"['5', '1', '9', '1', '412']"
9803251,"['3', '5', '9', '5', '796']"
9803252,"['5', '3', '3']"
9803243,"['1', '0', '0', '9', '1008']"
9803242,"['1', '0', '0', '9', '1008']"
9803245,"['9', '5', '9', '1']"
9803244,"['9', '6', '0', '8', '9612']"
9803122,"['3', '9', '5', '6', '9609', '9589']"
9803123,"['8', '7', '8', '6']"
9803125,"['7', '4', '4', '6', '201', '7799']"
9803128,"['9', '6', '1', '0', '9611']"
9803126,"['1', '8', '0', '303']"
9803127,"['8', '3', '8', '5', '3937', '70']"
9803187,"['1', '2', '6', '7']"
9802133,"['2', '3', '8']"
9805064,"['6', '1', '3', '8718']"
9806063,"['9', '6', '1', '3']"
9804025,"['9', '6', '1', '4']"
9804026,"['3', '7', '9615', '7334', '8620']"
9804027,"['7', '7', '8', '0', '7873']"
9804028,"['1', '2', '9', '9']"
9804024,"['8', '4', '2', '1']"
9804029,"['6', '8', '3', '4703']"
9804019,"['8', '1', '7']"
9804018,"['4', '5', '9', '2', '9617', '9622']"
9804056,"['9', '6', '1', '6', '9621', '5638', '600', '9629']"
9805158,"['7', '5', '5', '2', '435', '8497', '2854']"
9804007,"['3', '6', '8', '9618']"
9804008,"['2', '3', '2', '1', '666']"
9804023,"['8', '2', '0', '7']"
9804022,"['3', '9', '0', '7', '648', '4326']"
9804084,"['4', '6', '4', '503', '124']"
9804085,"['6', '7', '0', '8', '334']"
9804086,"['4', '6', '0', '9']"
9804087,"['8', '7', '9', '7', '487']"
9804088,"['9', '6', '1', '9', '1411']"
9804089,"['9', '6', '2', '0']"
9804020,"['2', '1', '0', '0']"
9804021,"['2', '3', '2', '3', '9623', '3001']"
9804057,"['7', '9', '4', '5']"
9804009,"['6', '7', '6', '0', '6769', '8541']"
9804052,"['8', '7', '8', '9', '8790', '7409']"
9804053,"['9', '6', '2', '4', '9625', '5303']"
9804054,"['2', '0', '6', '0']"
9804055,"['4', '4', '1', '8', '1079']"
9804051,"['4', '2', '9630', '298']"
9804048,"['9', '5', '1', '0', '4495', '4496']"
9804047,"['9', '6', '2', '6']"
9804046,"['7', '2', '8', '6']"
9804037,"['2', '6', '5', '1']"
9804032,"['9', '6', '2', '7', '9628', '6441', '6604']"
9804033,"['6', '3', '3', '2', '826']"
9804050,"['6', '1', '8', '5']"
9804010,"['7', '3', '0', '8', '3721']"
9804011,"['3', '0', '4', '814']"
9804012,"['9', '0', '7', '9']"
9804013,"['5', '5', '9', '0']"
9804014,"['1', '5']"
9804015,"['7', '1', '4', '8', '1990']"
9804017,"['9', '5', '9', '1']"
9804030,"['9', '6', '3', '1']"
9804031,"['8', '4', '2', '4']"
9804049,"['9', '6', '3', '2', '3508']"
9804083,"['6', '9', '1', '1', '238']"
9804073,"['8', '2', '5', '1', '8655']"
9804074,"['7', '7', '1', '2', '4892', '4415']"
9804075,"['9', '1', '0', '5', '7938']"
9804076,"['2', '3', '7', '238']"
9804069,"['7', '7', '8', '0']"
9804068,"['8', '4', '8', '6', '9637']"
9804067,"['4', '9', '2', '1', '2123']"
9804058,"['6', '2', '0', '613', '8718', '9633']"
9804059,"['7', '4', '9', '9', '7338']"
9804060,"['8', '5', '5', '8', '8647']"
9804077,"['4', '7', '4', '3']"
9804072,"['1', '8', '5', '1', '9257', '1244', '3754']"
9805106,"['9', '6', '3', '4', '2030', '709']"
9805107,"['6', '7', '7', '0']"
9805108,"['5', '0', '1', '2661']"
9804192,"['9', '6', '3', '5', '9686', '9688', '9690', '7031', '9729']"
9804016,"['6', '9', '9', '3']"
9804191,"['2', '2', '8', '4', '9676', '9681']"
9804070,"['7', '2', '9', '0', '9636', '7289']"
9804071,"['3', '7', '5', '4', '9257', '1244', '1851']"
9804061,"['7', '0', '5', '9', '5585']"
9804062,"['8', '5', '1']"
9804096,"['6', '0', '6', '7']"
9804097,"['5', '3', '6', '7']"
9804098,"['6', '0', '5', '8', '6059', '9638', '9639']"
9804099,"['1', '4', '9', '867']"
9804095,"['5', '8', '2', '4', '6175']"
9804091,"['1', '7', '6', '2', '9644', '9648']"
9804079,"['9', '6', '4', '0', '2757']"
9804090,"['9', '4', '2', '7']"
9804080,"['1', '7', '4', '1', '9641']"
9804081,"['9', '6', '4', '2']"
9804082,"['9', '6', '4', '3', '9288']"
9804094,"['8', '1', '6', '3', '9645', '8669']"
9804063,"['9', '6', '4', '6', '9647', '405', '7683']"
9804064,"['6', '8', '0']"
9804065,"['5', '1', '3']"
9804066,"['7', '9', '3', '8']"
9804078,"['1', '2', '7', '4']"
9804101,"['2', '8', '0', '1', '1809']"
9804092,"['2', '9', '9', '2', '7395', '218']"
9804093,"['1', '1', '7', '7', '8332', '8429']"
9805105,"['5', '0', '6', '9683', '9684', '7105']"
9804034,"['9', '6', '4', '9']"
9804035,"['2', '7', '5', '2', '9667']"
9804119,"['1', '2', '4', '3', '6044']"
9804120,"['9', '0', '3', '2']"
9804121,"['9', '4', '4', '8730', '1720']"
9804122,"['9', '6', '5', '0']"
9804123,"['5', '1', '7', '9651']"
9804118,"['1', '8', '5', '1', '1243', '3754']"
9804124,"['1', '8', '9', '8', '4719']"
9804125,"['4', '7', '1', '9', '1898']"
9804126,"['4', '7', '1', '9', '1898']"
9804117,"['9', '6', '5', '2', '9653', '9656', '1403']"
9804147,"['9', '6', '5', '4', '8413', '903']"
9804116,"['9', '6', '5', '5', '9436']"
9804171,"['8', '1', '7', '4', '6435']"
9804172,"['7', '2', '5']"
9804173,"['2', '6', '1', '2']"
9804174,"['7', '7', '0', '1810']"
9804175,"['5', '3', '3']"
9804176,"['6', '0', '3', '606']"
9804177,"['6', '4', '4', '8', '1552', '8416', '814', '5596', '9657']"
9804148,"['6', '3', '6', '1', '6360', '9672', '9674']"
9804103,"['9', '3', '5', '1']"
9804104,"['6', '8', '2', '2', '96']"
9804140,"['9', '6', '5', '8']"
9804141,"['7', '3', '1', '179']"
9804142,"['8', '4', '1', '8']"
9804143,"['9', '1', '3', '2', '9134']"
9804144,"['9', '6', '5', '9']"
9804145,"['7', '4', '4', '6', '201', '3742', '700', '9660', '7799', '562']"
9804139,"['8', '5', '1', '4', '5413']"
9804146,"['9', '6', '6', '1', '4025']"
9804138,"['9', '6', '6', '2', '9663', '9664', '1865']"
9804128,"['9', '6', '4', '8', '9644', '1762']"
9804105,"['6', '6', '5', '2321', '666']"
9804106,"['3', '4', '8', '0']"
9804107,"['8', '7', '4', '4']"
9804108,"['7', '2', '3']"
9804109,"['9', '4', '0', '5', '2309']"
9804110,"['2', '9', '9', '2']"
9804111,"['9', '0', '5', '5']"
9804112,"['9', '6', '6', '5', '5940']"
9804113,"['5', '4', '2', '7']"
9804114,"['8', '4', '4', '7']"
9804115,"['9', '6', '6', '6']"
9804127,"['2', '9', '9', '3', '3029']"
9804170,"['5', '1', '7', '128']"
9804169,"['4', '8', '3', '7', '2207']"
9804161,"['9', '6', '6', '8', '9669', '9670', '9675']"
9804162,"['1', '0', '1', '5']"
9804163,"['2', '2', '3', '8']"
9804164,"['8', '3', '8', '5', '3937', '70']"
9804165,"['8', '6', '7', '8', '8684']"
9804166,"['9', '6', '7', '1', '42', '9673', '9128']"
9804158,"['4', '0', '8', '9']"
9804156,"['6', '4', '0', '6', '1675', '8831']"
9804167,"['4', '8', '0', '8']"
9804160,"['1', '9', '1', '4', '7541']"
9804036,"['4', '9', '1', '9']"
9804038,"['6', '8', '2', '2', '8533']"
9804045,"['1', '7', '8', '0']"
9804039,"['6', '2', '8', '0']"
9804040,"['3', '4', '9', '4', '2065']"
9804041,"['7', '5', '0', '0']"
9804042,"['6', '9', '9', '3']"
9804044,"['4', '9', '3', '7']"
9804100,"['6', '5', '8', '5']"
9804157,"['8', '1', '2', '1']"
9804159,"['4', '9', '3', '4', '7975', '6134']"
9804043,"['7', '5', '8']"
9804149,"['1', '1', '1', '4', '1317', '1644']"
9804185,"['1', '2', '0', '4', '8306']"
9804186,"['5', '9', '1', '8', '9677', '1076', '7737']"
9804187,"['9', '6', '7', '8', '9679']"
9804184,"['2', '9', '9', '2']"
9804188,"['4', '7', '3', '0']"
9804189,"['5', '6', '7', '3', '5670']"
9804190,"['9', '6', '8', '0']"
9804180,"['9', '3', '8', '2']"
9804178,"['8', '8', '8', '6', '8888']"
9804168,"['8', '1', '9', '8', '8071']"
9804183,"['1', '0', '7', '9', '4418']"
9804182,"['2', '7', '5', '3', '1712']"
9804150,"['1', '8', '7', '4']"
9804151,"['9', '6', '8', '2', '665', '2321', '666']"
9804152,"['6', '7', '4', '7287']"
9804153,"['2', '4', '0', '8', '2309']"
9804154,"['3', '8', '0', '3', '8877']"
9804155,"['3', '8', '0', '3']"
9804102,"['5', '4', '2', '7']"
9804179,"['6', '1', '9', '8']"
9804181,"['1', '4', '0']"
9805109,"['2', '9', '4', '4', '5396']"
9805007,"['1', '2', '9', '9706', '9707']"
9804206,"['8', '6', '6', '3', '1038', '6143']"
9804205,"['6', '6', '9', '0', '1348']"
9805033,"['9', '6', '8', '5']"
9805077,"['9', '6', '8', '7', '9760']"
9805006,"['9', '6', '8', '9', '2811']"
9804193,"['4', '7', '5', '3']"
9804194,"['9', '6', '9', '1']"
9804196,"['9', '6', '0', '6']"
9804197,"['3', '1', '8', '2', '6609']"
9804198,"['8', '5', '6', '4']"
9804199,"['7', '4', '7', '1', '415']"
9804200,"['8', '4', '8']"
9805005,"['6', '2', '4', '9695', '9698']"
9805036,"['9', '6', '9', '2', '9716', '9717', '9722']"
9804195,"['9', '4', '8', '1']"
9805034,"['7', '4', '8']"
9804207,"['9', '6', '9', '3', '3221', '9694', '3221', '9699']"
9804208,"['4', '4', '1', '1']"
9804209,"['1', '4', '1', '5']"
9804210,"['8', '8', '3', '8', '158']"
9805001,"['5', '3', '7', '3', '9696']"
9805002,"['9', '6', '9', '7']"
9804201,"['8', '4', '8']"
9804202,"['9', '7', '0', '0']"
9804203,"['9', '6', '9', '1']"
9805032,"['9', '7', '0', '1', '4192', '8165']"
9805022,"['8', '1', '2', '7', '8506', '9709']"
9805020,"['9', '7', '0', '2', '4794', '2153']"
9805014,"['1', '1', '6', '9']"
9805008,"['9', '7', '0', '3', '3339', '9708']"
9805009,"['3', '5', '1', '3']"
9805010,"['8', '7', '6', '2', '2580']"
9805011,"['1', '4', '0']"
9805012,"['7', '4', '0', '7']"
9805013,"['2', '4', '1', '7', '2416']"
9805015,"['2', '4', '8', '5', '2892']"
9805016,"['9', '7', '0', '4', '3010']"
9805031,"['3', '0', '2']"
9805030,"['6', '4', '6']"
9805029,"['2', '4', '1', '9']"
9804204,"['2', '7', '8', '9', '9705']"
9805023,"['9', '7', '1', '0', '9711']"
9805024,"['3', '5', '4', '8', '9712']"
9805025,"['7', '5', '7', '5']"
9805026,"['2', '4', '6', '6', '2524']"
9805027,"['9', '7', '1', '3', '1874']"
9805028,"['8', '1', '1', '2', '238']"
9805066,"['9', '7', '1', '4']"
9805065,"['8', '1', '4', '304', '2645']"
9805037,"['3', '8', '4', '4', '1282', '9718']"
9805045,"['6', '5', '5', '8', '8995', '8996']"
9805057,"['9', '7', '1', '5']"
9805046,"['7', '5', '6', '2']"
9805038,"['8', '6', '5', '1']"
9805039,"['6', '6', '2', '5', '6633']"
9805040,"['9', '7', '1', '9', '1084', '2337']"
9805041,"['1', '5', '5', '2', '7542']"
9805042,"['9', '2', '4', '6', '9720']"
9805043,"['6', '1', '3', '8', '5168']"
9805056,"['8', '0', '8', '4', '4552', '1817']"
9803035,"['9', '7', '2', '1', '9913', '10291']"
9805050,"['9', '3', '5', '4', '5824', '6175']"
9805051,"['1', '3', '7']"
9805049,"['2', '8', '7', '0', '4998']"
9805052,"['6', '5', '8', '7']"
9805048,"['5', '3', '6', '7']"
9805053,"['7', '0', '5', '9', '5585']"
9805054,"['9', '7', '2', '3', '5970', '4025', '9724']"
9805055,"['7', '4', '0', '5']"
9805047,"['8', '4', '8']"
9805044,"['9', '7', '2', '5', '9726']"
9805068,"['9', '3', '3', '8', '6491', '6715', '455']"
9805067,"['9', '7', '2', '7', '9728', '9738']"
9805059,"['2', '5', '6', '4', '9729', '9730', '9731', '9732', '9686', '3793']"
9805035,"['9', '7', '3', '3']"
9805060,"['9', '7', '3', '4', '9735', '9736', '8414']"
9805061,"['9', '7', '3', '7', '9735']"
9805062,"['5', '6', '5']"
9805074,"['8', '3', '7', '2', '6796']"
9805075,"['4', '6', '1', '6', '9740']"
9805073,"['8', '7', '0', '7', '7569', '8492']"
9805058,"['2', '4', '0', '3']"
9805069,"['1', '9', '8', '1537']"
9805070,"['2', '7', '8']"
9805071,"['4', '1', '9', '6', '57', '7778']"
9805072,"['9', '4', '0', '9', '9739', '1437']"
9805017,"['8', '5', '2', '7']"
9805018,"['6', '2', '9', '2', '7873', '8438']"
9805096,"['8', '2', '3', '8', '609']"
9805097,"['1', '9', '1', '4405']"
9805098,"['7', '2', '3', '9', '7286']"
9805090,"['4', '8', '4']"
9805089,"['8', '9', '5', '3', '9746']"
9805119,"['9', '7', '4', '1', '6420', '157']"
9805095,"['8', '2', '0', '3']"
9805088,"['3', '2', '2', '0']"
9805079,"['9', '2', '6', '8', '3633']"
9805080,"['9', '7', '4', '2', '8324']"
9805081,"['8', '5', '2', '1']"
9805082,"['6', '1', '0', '9743', '2163']"
9805083,"['9', '7', '4', '4']"
9805084,"['5', '1', '3', '7', '1604']"
9805094,"['1', '3', '2', '5', '9745', '1643']"
9805148,"['8', '8', '3', '3', '8834', '8832']"
9805149,"['6', '9', '2', '9', '1008', '7871']"
9805120,"['1', '2', '4', '503', '464']"
9805091,"['4', '8', '0', '4', '6804', '541', '6603', '6242', '2424']"
9805092,"['1', '8', '1', '2', '5806', '5805']"
9805093,"['2', '8', '1', '8']"
9805085,"['6', '9', '3', '5637']"
9805117,"['6', '5', '929', '6454']"
9805118,"['9', '7', '4', '7', '9748', '9749', '9750']"
9805110,"['1', '2', '3', '5', '7567', '6823']"
9805101,"['3', '3', '3', '0', '264']"
9805102,"['9', '6', '4', '4', '1774', '1762']"
9805103,"['6', '6', '3', '3', '6625']"
9805104,"['2', '8', '6', '1', '4873']"
9805116,"['1', '9', '4', '8', '6635']"
9805115,"['5', '5', '3']"
9805086,"['9', '7', '5', '1', '9752', '8379']"
9805087,"['3', '9', '5', '5', '9753', '9754']"
9805099,"['6', '0', '6', '7']"
9805100,"['7', '6', '7', '7']"
9805111,"['1', '2', '7', '6', '8519', '1271']"
9805112,"['3', '1']"
9805113,"['9', '7', '5', '5', '5427']"
9805114,"['5', '5', '3', '31']"
9805147,"['9', '7', '5', '6', '9757', '9758', '1669', '3120', '9768', '9769', '9770']"
9805139,"['9', '4', '9', '6', '1549']"
9805140,"['2', '9', '5', '8', '4479']"
9805130,"['3', '0', '2', '0', '6660']"
9805129,"['1', '0', '9', '1', '14']"
9805141,"['3', '5', '7', '1']"
9805128,"['5', '9', '1', '7', '6654', '8668', '7357', '9456']"
9805121,"['8', '3', '7', '4', '2769']"
9805122,"['8', '0', '3', '5954']"
9805123,"['9', '3', '1', '1', '5950', '5954']"
9805124,"['7', '7', '4', '8']"
9805125,"['4', '2', '9128']"
9805138,"['6', '0', '4', '4', '9759']"
9805137,"['6', '6', '4', '1']"
9805019,"['2', '1']"
9805076,"['8', '2', '0', '6']"
9805154,"['9', '9', '6', '683', '325']"
9805131,"['5', '1', '7', '9']"
9805132,"['9', '2', '1', '3']"
9805133,"['9', '7', '6', '1', '191', '9762', '9763', '9764']"
9805134,"['5', '4', '5', '8']"
9805135,"['6', '9', '2', '2', '9765']"
9805136,"['2', '0', '2', '9', '2930']"
9805126,"['9', '5', '9']"
9805127,"['6', '4', '6', '7', '799']"
9805156,"['6', '4', '1', '8', '243', '2958']"
9805157,"['7', '3', '9', '5', '218']"
9805151,"['2', '165', '2669']"
9805150,"['9', '7', '6', '6', '9772']"
9805143,"['6', '8', '3', '687']"
9805144,"['4', '4', '3', '6']"
9805145,"['9', '7', '6', '7', '9771']"
9805146,"['1', '9', '1', '4405']"
9805155,"['8', '5', '6', '6', '915', '5864', '438']"
9805142,"['3', '5', '7', '1']"
9805078,"['5', '9', '8', '7']"
9805152,"['8', '8', '2', '9', '1361', '9773', '599', '8824']"
9805153,"['3', '3', '8', '4']"
9806064,"['9', '7', '7', '4']"
9804132,"['9', '7', '7', '5', '9878', '4916']"
9804129,"['9', '0', '3', '7', '8312', '8190']"
9806014,"['7', '2', '1', '6', '9776', '7231']"
9806015,"['2', '9', '7', '5', '303']"
9806016,"['9', '7', '7', '7', '88']"
9805198,"['9', '7', '7', '8', '9779', '9820', '3844']"
9806013,"['2', '6', '7', '6']"
9805197,"['7', '4', '4']"
9805166,"['9', '7', '8', '0', '9254', '9781', '9782', '9795']"
9805167,"['8', '5', '2', '1', '3185']"
9805168,"['9', '4', '3', '8', '6209']"
9805169,"['8', '4', '2', '8']"
9805170,"['2', '1']"
9806012,"['3', '4', '3', '8']"
9806011,"['1', '9', '1', '4', '8238']"
9806023,"['9', '7', '8', '3', '9799']"
9806024,"['8', '7', '3', '4216', '1725']"
9806025,"['9', '7', '8', '4']"
9806017,"['4', '5', '9', '7366', '987']"
9806003,"['9', '7', '8', '5', '2282']"
9806004,"['4', '8', '4', '3']"
9806005,"['5', '1', '6', '8']"
9806006,"['4', '1', '8', '9', '7179']"
9806007,"['6', '2', '4', '7']"
9806008,"['2', '9', '9', '2']"
9806009,"['1', '0', '0', '5']"
9806010,"['9', '1', '2', '4']"
9805171,"['6', '4', '6', '3', '4921', '6084']"
9805163,"['1', '2', '4', '5', '9790']"
9805164,"['9', '7', '8', '6', '9787', '4036']"
9805165,"['3', '9', '5', '5', '9788', '9789', '75', '648']"
9805175,"['6', '1', '0', '3', '9791', '5726']"
9805176,"['7', '5', '6', '9', '8707', '8492', '9850']"
9805186,"['9', '7', '9', '2', '9793']"
9805187,"['1', '1', '1', '1', '6716', '9794']"
9805188,"['4', '8', '5', '8', '9550']"
9805162,"['8', '8', '8', '1', '6560', '4971', '8841']"
9805172,"['5', '6', '9', '8', '6822', '1917']"
9805173,"['2', '4', '0', '0', '5307']"
9805174,"['8', '8', '5', '1']"
9805196,"['9', '7', '9', '6']"
9805159,"['7', '8', '1', '7']"
9805160,"['9', '7', '9', '7', '139', '5617']"
9805161,"['8', '6', '0', '2', '9798']"
9805189,"['2', '1', '4', '1959', '1960', '2015']"
9806022,"['1', '2', '7', '3', '6672', '681']"
9807033,"['9', '8', '0', '0', '9801', '517', '6434']"
9806112,"['5', '0', '7', '6', '9522', '2111']"
9806110,"['1', '6', '6', '3', '9830', '9845']"
9805210,"['9', '8', '0', '2', '9818', '9819']"
9805212,"['1', '8', '2', '4', '239']"
9807034,"['9', '8', '0', '3', '4227']"
9805214,"['9', '8', '0', '4', '9805']"
9805215,"['5', '8', '7', '0', '1066']"
9805216,"['8', '4', '2', '5', '5011']"
9805217,"['1', '5', '5', '2', '2669', '7542']"
9805213,"['7', '2', '5']"
9807035,"['9', '8', '0', '6', '8727']"
9807021,"['9', '8', '0', '7']"
9807020,"['9', '8', '0', '8']"
9807019,"['9', '8', '0', '9', '3276']"
9807031,"['6', '4', '3', '2', '394']"
9807032,"['3', '4', '7', '9', '9810']"
9807037,"['8', '8', '2', '3']"
9807042,"['1', '9', '5', '8', '1957']"
9807041,"['3', '7', '2', '5']"
9807040,"['9', '2', '1', '3', '9212', '1810']"
9807039,"['9', '7', '4', '6']"
9807038,"['9', '8', '1', '1', '9812']"
9807036,"['1', '9', '8', '2', '9813']"
9805218,"['6', '1', '9', '7']"
9805219,"['3', '1', '0', '2']"
9805220,"['8', '8', '3', '8', '8206', '9816', '158']"
9805207,"['1', '3', '4', '1', '2769']"
9805208,"['4', '4', '0', '5']"
9805209,"['9', '7', '0', '0']"
9806001,"['4', '4', '3', '8514']"
9806002,"['2', '2', '2', '7', '9245']"
9806027,"['9', '8', '1', '4', '7841', '7849']"
9805206,"['1', '6', '9', '1', '1696']"
9806018,"['9', '8', '1', '5', '1911', '4592']"
9806019,"['9', '2', '4', '5', '2227']"
9806020,"['7', '9', '3', '8']"
9806021,"['7', '0', '5', '9', '14', '91', '6706']"
9805205,"['1', '0', '8', '6']"
9805204,"['1', '2', '6', '9', '2592']"
9805211,"['9', '8', '1', '7']"
9805199,"['8', '8', '2', '9', '8824']"
9805200,"['8', '0', '3', '1548']"
9805201,"['9', '4', '3', '8', '6209']"
9805202,"['8', '1', '0', '2']"
9805203,"['6', '2', '7', '2']"
9807022,"['5', '8', '6', '4', '438', '915']"
9806096,"['8', '7', '6']"
9806097,"['9', '8', '2', '1']"
9806098,"['9', '2', '9', '5', '9822', '9823', '9824']"
9806099,"['2', '4', '7', '2', '1403', '2677', '7280']"
9806095,"['2', '3', '8', '8112']"
9806100,"['9', '8', '2', '5', '9828']"
9806072,"['6', '1', '0', '9275']"
9806071,"['4', '4', '0', '5']"
9806070,"['1', '7', '5', '4', '9840']"
9806038,"['1', '4', '4', '5', '4744', '1004']"
9806039,"['7', '6', '5', '6', '553']"
9806040,"['7', '5', '6', '9']"
9806041,"['1', '1', '7', '7', '8332', '8429']"
9806094,"['1', '6', '9', '6', '9339']"
9806106,"['4', '8', '8', '1', '2', '165', '1815']"
9806107,"['9', '4', '0', '8', '9385']"
9806108,"['9', '8', '2', '6', '9827']"
9806109,"['9', '7', '0', '6', '9707']"
9806102,"['7', '8', '2', '6', '9852', '9853']"
9806101,"['9', '8', '2', '8']"
9806092,"['9', '5', '6', '8', '4217', '9829', '7078']"
9806093,"['3', '8', '0', '9']"
9806042,"['9', '8', '3', '1', '1755', '9836']"
9806031,"['9', '8', '3', '2', '6986']"
9806032,"['2', '1', '9', '7', '8062']"
9806033,"['7', '1', '3', '7', '9833']"
9806034,"['9', '4', '3', '8', '6209']"
9806035,"['5', '4', '2', '3', '9834']"
9806036,"['1', '2', '1', '0', '680']"
9806037,"['2', '1', '9', '2', '2193']"
9806049,"['1', '4', '7', '5']"
9806050,"['2', '9', '8', '42']"
9806062,"['9', '8', '3', '5', '311']"
9806030,"['8', '0', '8', '3']"
9806029,"['1', '1', '2', '0', '2193']"
9806043,"['9', '8', '3', '7', '9838']"
9806044,"['2', '9', '9', '2']"
9806045,"['6', '5', '8', '5']"
9806046,"['7', '1', '2', '7']"
9806047,"['9', '0', '0', '2', '8990', '9003']"
9806048,"['9', '8', '3', '9', '660']"
9806028,"['6', '2', '9', '2', '7873', '8438']"
9806105,"['8', '6', '0', '7', '3543', '4647']"
9805180,"['9', '6', '6', '968']"
9805181,"['6', '0', '6', '7']"
9805182,"['1', '6', '4', '6']"
9805183,"['9', '8', '4', '1', '9842', '7240']"
9805184,"['9', '8', '4', '3', '9844']"
9805185,"['7', '8', '3', '8', '3224', '1533', '887']"
9806026,"['1', '1', '1']"
9806081,"['7', '3', '3', '7', '6318', '5108']"
9806082,"['5', '5', '3', '3']"
9806083,"['9', '8', '4', '6', '9847', '3508']"
9806084,"['5', '0', '9', '7', '9848', '9152']"
9805179,"['1', '6', '7', '5', '9240', '6406', '8057']"
9805190,"['2', '4', '1', '5', '2665']"
9805191,"['9', '8', '1273']"
9805192,"['9', '7', '9', '6']"
9805193,"['9', '7', '9', '6']"
9805194,"['9', '7', '9', '6']"
9805195,"['9', '8', '4', '9']"
9805177,"['2', '5', '0']"
9805178,"['2', '5', '8', '0', '5025']"
9806085,"['1', '2', '9', '9', '8782']"
9806086,"['9', '0', '3', '7', '8312', '8190']"
9806076,"['7', '0', '4', '7', '9348']"
9806077,"['2', '6', '2', '4']"
9806078,"['6', '3', '5', '1', '9851']"
9806079,"['7', '0', '4', '2']"
9806080,"['8', '8', '4', '6', '4257', '1317', '1644']"
9806075,"['1', '5', '5', '3', '418', '1831']"
9806091,"['2', '9', '9', '2']"
9806103,"['3', '7', '1', '8', '3716', '7073']"
9806104,"['8', '4', '1']"
9806090,"['9', '8', '5', '4', '6663']"
9806074,"['1', '3', '0', '8560', '9200', '9857']"
9806087,"['3', '5', '9', '5', '4620']"
9806088,"['9', '7', '2', '9', '9855', '8859']"
9806089,"['9', '3', '2', '4', '9318']"
9806073,"['7', '8', '3', '0', '9856']"
9807023,"['8', '8', '3', '1', '1675']"
9806123,"['8', '2', '0', '7']"
9806124,"['9', '8', '5', '8', '7047', '129']"
9806125,"['9', '8', '5', '9', '9860', '9861', '9862']"
