,Paper Id,Author Id,Authors,Year,Topic Words
1266,0607221,13492,Michele Arzano,2007.0,"{'minkowski': 0.0688856596887078, 'canonical': 0.051822533162940686, 'function': 0.043311893647806236, 'spacetime': 0.03897015915415532, 'momentum': 0.03649193181526353, 'energy': 0.032792418477811926, 'case': 0.03181055214679605, 'planar': 0.02778597895672813, 'conservation': 0.02695913917906237, 'noncommutative': 0.025233099611405713, 'ordinary': 0.017177739430982164, 'spacetimes': 0.01717468459076417, 'fourier': 0.01652079106731521, 'exp': 0.016323031759470794, 'point': 0.016178503876748504, 'tree': 0.015734226481700645, 'camelia': 0.01527567957071705, 'dierent': 0.015037257266430905, 'functions': 0.01375232081912172, 'nontrivial': 0.013077580088518684, 'delta': 0.012305693775906597, 'eld': 0.011771128555218807, 'momenta': 0.011446971496141602, 'vertex': 0.011351823659993585, 'coordinates': 0.010790159551918997, 'nonplanar': 0.01046467702191893, 'terms': 0.01046467702191893, 'amelino': 0.010266018652974837, 'rules': 0.009240442661431822, 'theories': 0.009240442661431822, 'exponentials': 0.009158225488619054, 'deformed': 0.008916112742125257, 'product': 0.008594234660079164, 'elds': 0.008345513768089924, 'sum': 0.008208348540120135, 'products': 0.007949678806319624, 'properties': 0.007949678806319624, 'commutative': 0.007851773955319177, 'feynman': 0.007646962328305348, 'factors': 0.00715971651058256, 'description': 0.00684256679485798, 'transform': 0.006748901474088506, 'features': 0.006748901474088506, 'nds': 0.006545322422019301, 'easily': 0.00637228614160628, 'noncommuting': 0.006163713680846947, 'dispersion': 0.005730631515396213, 'takes': 0.00568158223720365, 'partition': 0.00568158223720365, 'variables': 0.005476785049595826, 'ordered': 0.0053754203014676205, 'external': 0.005138137186326017, 'formulas': 0.004112560943294045}"
1267,0310099,7612,Miguel S. Costa,2004.0,"{'brane': 0.1599672647162093, 'branes': 0.12299646387451268, 'theory': 0.11527597416630794, 'type': 0.11423269254659175, 'black': 0.10549966409321831, 'hep': 0.09502945199760497, 'solutions': 0.06945404205455841, 'elds': 0.060335462387079285, 'string': 0.05367898745215913, 'gauge': 0.046175110505974344, 'strings': 0.04545608389752912, 'eld': 0.044372107542430594, 'dimensional': 0.041918664315810886, 'lett': 0.03930038470338568, 'action': 0.03777179960600463, 'point': 0.0368017409568325, 'theories': 0.035827530665621325, 'monopole': 0.03505943688714025, 'cos': 0.034199244589678886, 'composite': 0.032783852272632696, 'transverse': 0.03238319588431949, 'boost': 0.03235168492314953, 'conformal': 0.031903809297251305, 'charges': 0.03139553642748646, 'intersecting': 0.03121067209581717, 'congurations': 0.03055972404823266, 'bound': 0.026960067941628404, 'eective': 0.026933208322633337, 'cross': 0.026154010242490425, 'volume': 0.02593714014423512}"
1268,0609207,1948,Mihai Visinescu,2006.0,"{'killing': 0.28490456718108476, 'cos': 0.1956381089183814, 'sin': 0.1897030055687307, 'spinning': 0.10374023714553259, 'space': 0.09824590056413467, 'nut': 0.09265671264238234, 'taub': 0.08965444128966307, 'tensors': 0.08434489475563933, 'motion': 0.08279595959513203, 'equations': 0.07627238795012692, 'yano': 0.07391605229007667, 'equation': 0.07344753937328462, 'tensor': 0.0640862416785104, 'metric': 0.06220710137392818, 'vector': 0.05058434724554624, 'spin': 0.044993941536001364, 'solution': 0.04378442284611358, 'generalized': 0.042972052828748816, 'momentum': 0.042404207690871304, 'runge': 0.040189746346621785, 'lenz': 0.039817601103963984, 'stackel': 0.038996331191444925, 'solutions': 0.0353167272342368, 'quantity': 0.03360848854338025, 'monopole': 0.033301111219693175, 'rhs': 0.03172781714487122, 'constant': 0.030783123926823905, 'particles': 0.030148199392680056, 'time': 0.02970558306280774, 'conserved': 0.027223194025423933}"
1269,0507216,13546,Mikhail N. Smolyakov,2007.0,"{'lagrangian': 0.04324593811540213, 'massless': 0.025483666635959468, 'transformations': 0.024597198764825245, 'randall': 0.02132205387071892, 'radion': 0.021305562519285948, 'sundrum': 0.019934708751411512, 'matter': 0.01803030342131251, 'mass': 0.014264901920643313, 'variation': 0.012561811643907237, 'condition': 0.012366038336387022, 'orbifold': 0.01227340606339243, 'massive': 0.011917792700787355, 'rst': 0.011917792700787355, 'energy': 0.01103044301859138, 'degrees': 0.009773395778007342, 'called': 0.008204524892499454, 'time': 0.007883383636066187, 'gravitational': 0.0069202811265777625, 'extra': 0.006747268737130604, 'graviton': 0.006747268737130604, 'hrn': 0.006457169157952538, 'spin': 0.0063487524576116275, 'substituting': 0.0063487524576116275, 'easily': 0.006309854279544794, 'nrhm': 0.006144365035066993, 'account': 0.005538987814890407, 'rev': 0.004196565159868214}"
1270,0508020,2375,Mikhail S. Plyushchay,2006.0,"{'particle': 0.12066072913832845, 'monopole': 0.11868960539255972, 'eld': 0.11153343392883759, 'operators': 0.10739266277688925, 'equations': 0.09821757954470635, 'odd': 0.09821036530062344, 'fermion': 0.09426624343852104, 'supersymmetry': 0.09370459940557678, 'spin': 0.09015408758564925, 'supersymmetric': 0.08949212831232281, 'fractional': 0.08764127292625787, 'oscillator': 0.08220299296364059, 'case': 0.07656520988448312, 'relativistic': 0.07513876482874698, 'set': 0.07115451062008302, 'form': 0.06680321640849825, 'operator': 0.06593759343962524, 'charge': 0.06447399104755859, 'supercharges': 0.06404249284850025, 'bosonic': 0.06298718895855601, 'systems': 0.06121882953444105, 'lett': 0.061034846374938265, 'dimensional': 0.05640082784855449, 'susy': 0.055195267858042386, 'quantum': 0.05454540720390588, 'vector': 0.054445822294167626, 'group': 0.054100582404687625, 'rdha': 0.05399865598968399, 'motion': 0.05237661936321626, 'solutions': 0.05205240605225241}"
1271,0404100,11660,Mikkel Nielsen,2004.0,"{'equations': 0.0243245862891405, 'background': 0.022076509958194324, 'fdet': 0.021001430860147836, 'nielsen': 0.016370532479377812, 'doublet': 0.015621191149761182, 'solutions': 0.01130795986034904, 'forms': 0.010785698302077748, 'real': 0.010269069026763585, 'covariant': 0.009638711606464023, 'rst': 0.009376877660384614, 'transformation': 0.009376877660384614, 'charges': 0.008174435674525684, 'potential': 0.00813650515603781, 'complex': 0.006552316865188423, 'borninfeld': 0.006136909496273773, 'scalars': 0.005617607016102255, 'motion': 0.005617607016102255, 'parametrised': 0.005605549652244625, 'large': 0.0053066580343665536, 'strengths': 0.005261458519534044, 'dependence': 0.005223738478252179, 'innity': 0.005112849554521847, 'minkowski': 0.0048216560893701655, 'presented': 0.00438600784225576, 'relevant': 0.004092320740995759}"
1272,0408232,12948,Miloslav Znojil,2004.0,"{'symmetry': 0.08051085483286129, 'oscillator': 0.06420857181123307, 'supersymmetry': 0.057120265788534325, 'susy': 0.05593638334026714, 'spectrum': 0.04302141474335243, 'math': 0.039273641989923294, 'real': 0.038987554590379475, 'quantum': 0.03867726749245449, 'spiked': 0.0385517129469124, 'harmonic': 0.0385102723059223, 'hermitian': 0.03802586316328919, 'sing': 0.03679861242301104, 'symmetric': 0.03210257171119532, 'table': 0.031502024606980816, 'znojil': 0.02598312071751626, 'hep': 0.025806297876210093, 'lett': 0.02565685893827127, 'complex': 0.025656858864320675, 'supersymmetric': 0.02548576891002112, 'regularization': 0.025312943441801176, 'wittens': 0.024578826278989413, 'gen': 0.02383587269280396, 'operators': 0.023649029617337246, 'arxiv': 0.022601578442173698, 'called': 0.021502729720517394, 'mechanics': 0.021487010233546485, 'das': 0.02137438236749088, 'generators': 0.020003502060078615, 'space': 0.01994565351740831, 'bender': 0.019550844490830777}"
1273,0411205,14661,Min-xin Huang,2005.0,"{'hep': 0.26046796124926924, 'theory': 0.13877022696377117, 'string': 0.13818533573503886, 'diagrams': 0.11701456800128981, 'point': 0.07568028270617468, 'sin': 0.048241105601689184, 'operators': 0.046707548367754495, 'wave': 0.046411294675859624, 'calculations': 0.03894933566654611, 'eld': 0.03832328333359196, 'contributions': 0.03780909374420705, 'matrices': 0.03660215992362301, 'neumann': 0.03580921040766627, 'yang': 0.034824247579791134, 'equation': 0.03451263547247802, 'limit': 0.032870514586967825, 'loop': 0.03222060943980454, 'function': 0.030536364818917187, 'interaction': 0.02972138274234748, 'paper': 0.028699179231955134, 'planar': 0.02863039978385024, 'large': 0.02460673402771163, 'light': 0.02364850728856427, 'mills': 0.02233457024085328, 'diagram': 0.022054257269817783, 'functions': 0.021880065033437545, 'gure': 0.021397903837279283, 'bmn': 0.021081231102226684, 'cone': 0.019546234284227845, 'matrix': 0.018828737318102088}"
1274,0304271,7728,Mina Aganagic,2004.0,"{'volume': 0.05302027460134057, 'super': 0.04583599012618334, 'odd': 0.02584319914045475, 'case': 0.024493017052313396, 'time': 0.021906356672716773, 'kappa': 0.02189458253878687, 'formulas': 0.020345478358374428, 'half': 0.018633838749436783, 'local': 0.015267773296498593, 'degrees': 0.014658412382642497, 'studies': 0.014658412382642497, 'poincare': 0.01271652869787489, 'schwarz': 0.01191002086587345, 'green': 0.011805181020271768, 'spinors': 0.011486932139418201, 'physical': 0.011002947468925831, 'supersymmetry': 0.011002947468925831, 'actions': 0.010885646535889602, 'fermionic': 0.009729609555275354, 'variation': 0.009189827974841884, 'paper': 0.008939940607983893, 'freedom': 0.008939940607983893, 'qdet': 0.008939940607983893, 'townsend': 0.008861245215926801, 'perturbative': 0.008491768166537949, 'replaced': 0.008491768166537949, 'rst': 0.00817102088246506, 'achieved': 0.007670675974111637, 'dene': 0.007670675974111637, 'matrix': 0.007670675974111637, 'bosonic': 0.0076465880404293736, 'background': 0.0076465880404293736, 'polchinski': 0.0073474833362503576, 'superstring': 0.00731439441620777, 'nucl': 0.00731439441620777, 'majoranaweyl': 0.0064971810165440624, 'formulation': 0.006136729119174399, 'superparticle': 0.006136729119174399, 'restricted': 0.006136729119174399, 'kabat': 0.005969860951500344, 'pouliot': 0.005969860951500344, 'details': 0.005917310051561896, 'denotes': 0.005917310051561896, 'formula': 0.005917310051561896, 'interesting': 0.004884363150488394, 'studied': 0.004884363150488394, 'action': 0.004884363150488394, 'grassmann': 0.004884363150488394, 'played': 0.003692018813054288}"
1275,0703136,15073,Minoru Eto,2006.0,"{'bps': 0.08948880728023761, 'solution': 0.08220071671909983, 'hep': 0.06086034626653744, 'wall': 0.04883640589952498, 'scalar': 0.048482695079021434, 'equations': 0.028960790730993557, 'solutions': 0.02421634962156481, 'gravitational': 0.022703773070216073, 'walls': 0.021229326959914543, 'rev': 0.02001349060187171, 'forbidden': 0.017310043466553307, 'orbifold': 0.017042769576447736, 'multi': 0.016949963624297234, 'fig': 0.013851493594499137, 'motion': 0.013270786360302655, 'constants': 0.012264197402231808, 'exact': 0.012081399474332968, 'negative': 0.011377664616264646, 'dierential': 0.010922905813844641, 'curves': 0.010922905813844641, 'winding': 0.010740511535346636, 'congurations': 0.010603161339375809, 'curve': 0.010392943722444967, 'figure': 0.009428116590423308, 'limit': 0.009428116590423308, 'sign': 0.008663668786417882, 'points': 0.008529897644416334, 'theories': 0.008152962564974067, 'kahler': 0.008152962564974067, 'correction': 0.007225232238116101, 'periodic': 0.006717848321157981, 'localized': 0.005783070207755998}"
1276,0605059,4838,Minoru Hirayama,2006.0,"{'condition': 0.040049881054149986, 'bpst': 0.03424488534099118, 'eld': 0.028900382684116585, 'yang': 0.025243861485218257, 'conguration': 0.021363260150289026, 'trivial': 0.020749804006150743, 'ohnuki': 0.018878310762038556, 'kitakado': 0.01873619943524621, 'solutions': 0.017562512157530626, 'magnetic': 0.016949923981616214, 'strength': 0.015350774489616078, 'origin': 0.014872883390251359, 'polyakov': 0.014529991883961008, 'structure': 0.013941709562962798, 'embedded': 0.013941709562962798, 'ansatz': 0.013941709562962798, 'eect': 0.01384471173870756, 'discussed': 0.012804215003334285, 'induced': 0.012301085304011444, 'hooft': 0.0121139970185154, 'congurations': 0.01165207752564594, 'equivalent': 0.011158932563786847, 'solution': 0.010971095939290241, 'monopole': 0.010971095939290241, 'fundamental': 0.010614408870836832, 'mills': 0.009860156962045787, 'cases': 0.009713296013403191, 'tsutsui': 0.009696034138268356, 'nontrivial': 0.009696034138268356, 'discuss': 0.009694719718831811, 'representation': 0.009694719718831811, 'wigners': 0.009694719718831811, 'vanishing': 0.009694719718831811, 'sommereld': 0.009694719718831811, 'unitary': 0.009383686333832967, 'algebraic': 0.008495764087029397, 'aharonov': 0.008376156267003158, 'classes': 0.008376156267003158, 'considered': 0.007774513932350603, 'university': 0.007692751640590925, 'satisfying': 0.007278070055414588, 'naturally': 0.007278070055414588, 'quantization': 0.00727708331539189, 'class': 0.006377119303221962, 'method': 0.006266182724541099, 'allowed': 0.005923966000789483, 'spin': 0.005923966000789483, 'scheme': 0.0058357324201078545, 'independent': 0.0058357324201078545}"
1277,0608017,2779,Minos Axenides,2007.0,"{'string': 0.1819883361554154, 'strings': 0.05259329615808314, 'circular': 0.050664568487884455, 'tunneling': 0.041363178416207964, 'radius': 0.03999527505093761, 'power': 0.03484177953832531, 'cosmic': 0.032619865609058704, 'rev': 0.02800867911910214, 'barrier': 0.026197022606193818, 'spacetimes': 0.023662051220173962, 'time': 0.021912387823996238, 'existence': 0.021661516308467688, 'nucleation': 0.021367705197547826, 'sitter': 0.018811097503128746, 'law': 0.018389243605547098, 'vilenkin': 0.01754095199066731, 'evolution': 0.017401945704924614, 'expanding': 0.01528223816064321, 'equations': 0.01428691743001995, 'scale': 0.012391252767319921, 'point': 0.011853006991997119, 'classical': 0.010882248424726682, 'dominated': 0.010882248424726682, 'horizon': 0.010882248424726682, 'occur': 0.009525318356270105, 'note': 0.009525318356270105, 'inationary': 0.009509933278208645, 'spacetime': 0.009509933278208645, 'nite': 0.009509933278208645, 'phase': 0.009390721806514776, 'congurations': 0.009390721806514776, 'collapse': 0.0093011642249201, 'collapses': 0.008778089512388024, 'universes': 0.008710143117769228, 'collapsing': 0.008710143117769228, 'spatially': 0.008031018712458668, 'types': 0.007896094679113255, 'presence': 0.007896094679113255, 'event': 0.007744928650601505, 'monotonically': 0.007744928650601505, 'dependent': 0.007138378656138866, 'solutions': 0.007138378656138866, 'radiation': 0.006589039624152276, 'expand': 0.006589039624152276, 'initial': 0.006589039624152276, 'size': 0.006589039624152276, 'examples': 0.006538037208747141, 'expands': 0.006521398877882651, 'conditions': 0.006521398877882651, 'transitions': 0.006360760810052438, 'expect': 0.006360760810052438, 'cosmological': 0.006211076377870845, 'copenhagen': 0.00581352468999995, 'loops': 0.004399989735916529, 'frw': 0.004399989735916529, 'condition': 0.004399989735916529, 'amplitude': 0.004354821307701001}"
1278,0306031,191,Mirjam Cvetic,2004.0,"{'black': 0.168503312772971, 'walls': 0.12367262070773438, 'wall': 0.09925967366013547, 'hep': 0.09074999268071296, 'time': 0.08145163027163731, 'string': 0.07811177141867298, 'domain': 0.07668453268796069, 'extreme': 0.07481078780433402, 'supersymmetric': 0.0641075515551424, 'dilaton': 0.06243400743033157, 'holes': 0.06161947296206277, 'space': 0.060168214226148944, 'hole': 0.05987771472380632, 'matter': 0.05953880378757097, 'singularity': 0.05808181719391355, 'eld': 0.054992785792936705, 'solutions': 0.05285369787395424, 'ads': 0.047950977218686054, 'solution': 0.04751694406507565, 'coupling': 0.04540727092728758, 'corresponds': 0.042422958695999755, 'metric': 0.039613790879558054, 'figure': 0.03924466473671497, 'rotating': 0.03630155277461089, 'case': 0.03598776840519195, 'dilatonic': 0.03503989947577858, 'form': 0.033480233479423596, 'generating': 0.033129013864771906, 'horizon': 0.03225686814825782, 'energy': 0.032020658624238675}"
1279,0507239,11617,Misao Sasaki,2005.0,"{'brane': 0.13369966725647067, 'dimensional': 0.05236001466877552, 'ads': 0.038627730385060705, 'black': 0.0362110611984457, 'bulk': 0.03289884296088316, 'instanton': 0.030135273675316876, 'action': 0.026027785385160374, 'cosmological': 0.024658622621774873, 'sitter': 0.023145409066331394, 'tension': 0.020327640735386125, 'creation': 0.019927909816386476, 'solution': 0.01966200115351786, 'boundary': 0.016443646041461868, 'horizon': 0.015747307546455334, 'hep': 0.015680609214497664, 'radius': 0.015375728727682328, 'hole': 0.015200572076269236, 'nariai': 0.012322876576824623, 'instantons': 0.009485402547781505, 'thermal': 0.009452581295360809, 'universe': 0.008854732626832965, 'holes': 0.008742454026653225, 'constant': 0.008623876613132832, 'solutions': 0.008623876613132832, 'euclidean': 0.008403460060514302, 'inating': 0.007762350174137522, 'region': 0.007354339404660053, 'gravity': 0.00724624377959472, 'evolution': 0.007154360927290215, 'sundrum': 0.007049140818301562, 'sinh': 0.006900824239488849, 'sphere': 0.006900824239488849, 'entropy': 0.00685950587328836, 'larger': 0.006726656661658845, 'mass': 0.0063603143776087105, 'rev': 0.00604355729427554, 'radiation': 0.005916713708766166, 'nucleation': 0.005818261548511723, 'compared': 0.005818261548511723, 'gravitational': 0.005706148530385008, 'motion': 0.005607413022912477, 'singularity': 0.005566267340898313, 'pair': 0.005177771865844866, 'additional': 0.005072674979051823, 'scale': 0.005037973770249519, 'cigars': 0.005037973770249519, 'describing': 0.005037973770249519, 'spacetime': 0.004772220791216808, 'branes': 0.004772220791216808, 'matter': 0.004756706175796585, 'uctuations': 0.004206975989616661, 'singular': 0.0033845968161903125}"
1280,0509188,1539,Mitsuhiro Kato,2005.0,"{'brs': 0.05765246335180634, 'string': 0.057540254721673775, 'charge': 0.056569895374123706, 'algebra': 0.04169355935774983, 'topological': 0.03545978885513929, 'gauge': 0.03545357075873282, 'similarity': 0.035205609756379846, 'transformation': 0.03080765694199196, 'energy': 0.026464368587477576, 'generator': 0.026409704127604072, 'momentum': 0.024037953218295334, 'lett': 0.0218860687623076, 'theory': 0.020989105850463038, 'form': 0.020646259874471523, 'current': 0.019955822861611402, 'tensor': 0.019594783803732335, 'twisted': 0.01880954372108093, 'light': 0.01806560565319587, 'sector': 0.015526116955516528, 'bcc': 0.015304818827405808, 'dened': 0.013121534857622637, 'ghosts': 0.013030978020405655, 'coset': 0.012546654128176793, 'eld': 0.012050420467422385, 'physical': 0.011404139110337976, 'cohomology': 0.010938251631961046, 'mod': 0.010045359204376311, 'terms': 0.0088178950324484, 'cone': 0.008755655454029993, 'case': 0.008755655454029993}"
1281,0511145,14837,Mohammad A. Ganjali,2006.0,"{'wave': 0.11367220370467566, 'fermionic': 0.055235768126175463, 'penrose': 0.04565685327221844, 'condition': 0.033643728045123944, 'iia': 0.031904102443480464, 'iib': 0.027144206464236178, 'bosonic': 0.01960141225158207, 'supersymmetric': 0.019015900826575817, 'open': 0.018578019985171324, 'hamiltonian': 0.01621031734944839, 'study': 0.016028739611453728, 'limits': 0.01587093107291604, 'light': 0.01461288791980431, 'waves': 0.013431125731315219, 'nsgn': 0.012229355634966552, 'cone': 0.011947560732412934, 'quadratic': 0.011224921551079362, 'neumann': 0.010643560248548026, 'maximally': 0.010643560248548026, 'sgn': 0.010621527368838425, 'sector': 0.00977141843778423, 'annihilation': 0.009514737385207889, 'sectors': 0.009294812052939515, 'backgrounds': 0.009294812052939515, 'closed': 0.009154290671530079, 'creation': 0.009154290671530079, 'solvable': 0.00796946064168941, 'considered': 0.007848400672490001, 'dierent': 0.007390475749511571, 'superstring': 0.007390475749511571, 'green': 0.007140461226888561, 'solutions': 0.0062490182250578424, 'sin': 0.0062490182250578424, 'supercharges': 0.0062490182250578424}"
1282,0406053,14531,Mohammad M. Sheikh-Jabbari,2004.0,"{'wave': 0.10941463473967794, 'limit': 0.09234321633725763, 'hep': 0.048994276300187316, 'sin': 0.03731508973219611, 'orbifold': 0.03731508973219611, 'case': 0.028077880240165286, 'limits': 0.02321839857860353, 'solution': 0.021992378141521756, 'invariant': 0.021893071940321963, 'study': 0.021893071940321963, 'states': 0.01777839295084183, 'orbifolds': 0.016002330805147128, 'scalars': 0.012219323215072686, 'theories': 0.011945853918031674, 'direction': 0.01188022491524622, 'inl': 0.011736106381821513, 'supersymmetric': 0.011145737484591842, 'coordinates': 0.010674140249715346, 'maximally': 0.01048338199686881, 'directions': 0.010454486481556155, 'correspond': 0.010113556365643712, 'cases': 0.009174595377193718, 'half': 0.009174595377193718, 'waves': 0.009174595377193718, 'maximal': 0.008987772404453783, 'subsector': 0.008963119045080636, 'charge': 0.00889807728035111, 'dual': 0.007865808757518626, 'preserves': 0.007833471393308769, 'untwisted': 0.007833471393308769, 'localized': 0.007340561148588379, 'iib': 0.006747980053076042, 'geometry': 0.0066059853463853666, 'studied': 0.005287425799214908}"
1283,0408173,5987,Mohammad R. Garousi,2005.0,"{'string': 0.18746231116017253, 'eil': 0.18500554467914912, 'shell': 0.17865423543610975, 'action': 0.13371221097091546, 'elds': 0.12982293813112547, 'amplitude': 0.12434872405494463, 'arxiv': 0.12240651079050037, 'tachyon': 0.11999068032698389, 'commutative': 0.11662869114539623, 'eld': 0.0994509942547761, 'chiral': 0.09571565168191673, 'hep': 0.09270735574785208, 'terms': 0.08672331669582925, 'brane': 0.08538461841063996, 'theory': 0.08194481535979892, 'open': 0.07551574922153334, 'massless': 0.07249029548383223, 'exp': 0.0662864964006007, 'fermion': 0.0656678425780899, 'amplitudes': 0.06465285581447464, 'closed': 0.06272607872155629, 'coupling': 0.05510356673091521, 'type': 0.04857879436766491, 'volume': 0.047637113355313725, 'contact': 0.047607223318904976, 'symmetry': 0.04626285045093491, 'scattering': 0.04593120200167031, 'gauge': 0.045334421522994696, 'states': 0.04488689105336341, 'case': 0.04329292703669818}"
1284,0303074,7155,Mohsen Alishahiha,2004.0,"{'theory': 0.2751115436457132, 'boundary': 0.09994151667033604, 'commutative': 0.09526048826109877, 'function': 0.0932579676983638, 'tachyon': 0.0888564238409095, 'string': 0.08743579484535596, 'dimensional': 0.08441152408700728, 'hep': 0.08390398071042071, 'partition': 0.07569616023459415, 'energy': 0.07193964279417933, 'gauge': 0.07182141057444588, 'brane': 0.06701485325112486, 'action': 0.06369327811224151, 'baryon': 0.053224366486766865, 'ads': 0.052489614208409745, 'geometry': 0.050578747163122134, 'annulus': 0.05006852063998672, 'wrapped': 0.04716823452795338, 'description': 0.04167519536750408, 'eld': 0.04093265341650576, 'space': 0.04054697049955968, 'open': 0.039449048911024166, 'gravity': 0.03718335427296811, 'model': 0.03295105783397865, 'baryonic': 0.03224496005417858, 'loop': 0.028323449861855816, 'mills': 0.028072271815582805, 'wilson': 0.026860575927998342, 'coupling': 0.02622784324645372, 'branes': 0.026066508078016942}"
1285,0512348,15543,Moises Picon,2006.0,"{'algebras': 0.03986507807548145, 'lie': 0.03487180674479211, 'forms': 0.03475741516659509, 'cks': 0.031018781233749362, 'contraction': 0.019854252836170372, 'structure': 0.017465624706235933, 'expansion': 0.014539050830676916, 'dimensions': 0.012945482284562916, 'ipjq': 0.012053820830980264, 'subalgebra': 0.011569975205817857, 'osp': 0.009930228923042631, 'dks': 0.009409076602119575, 'vector': 0.00930997703265472, 'method': 0.008689725142266808, 'odd': 0.008302777170693172, 'equations': 0.008279837320677443, 'extension': 0.00817725069680876, 'superalgebra': 0.007455755806182574, 'generators': 0.007066841613553674, 'orders': 0.007008145221190817, 'cohomology': 0.006873989990069871, 'constants': 0.0066433283507219, 'power': 0.006208718988066016, 'generalized': 0.005998103606561788, 'symmetric': 0.005797127275187394, 'invariant': 0.0056544150508224065, 'hep': 0.005102545061231063, 'fda': 0.005102545061231063, 'contractions': 0.004969557419329745, 'simons': 0.004727209969512207, 'expansions': 0.004318141766475382, 'lorentz': 0.00424198821093988, 'abelian': 0.003925939903926424, 'eqs': 0.003925939903926424, 'powers': 0.0038684978709059574, 'free': 0.0038684978709059574}"
1286,0511243,13678,Mokhtar Hassaine,2006.0,"{'conserved': 0.06612077957821044, 'relativistic': 0.06015011741484338, 'uid': 0.054923007460488955, 'equations': 0.04889342951873625, 'model': 0.04327670297171315, 'gas': 0.0415500422896832, 'equation': 0.03709122321480428, 'charges': 0.03140137677770661, 'eld': 0.03076876246582297, 'chaplygin': 0.027429838823954666, 'vector': 0.02712206211537308, 'continuity': 0.025572552025006964, 'supersymmetric': 0.022759446820123007, 'jackiw': 0.022613275963074057, 'fermionic': 0.019387416317664167, 'condition': 0.019102560505750404, 'isometries': 0.01846176475079654, 'extended': 0.017071625504390467, 'energy': 0.014219587042575475, 'perfect': 0.012935697026844386, 'bosonic': 0.012146286260663608, 'iji': 0.011800017875387982, 'super': 0.011800017875387982, 'depend': 0.011575930229726387, 'equivariance': 0.011575930229726387, 'relation': 0.011575930229726387, 'lineal': 0.011381346148158803, 'momentum': 0.011248910186022962, 'elds': 0.010988377787051543, 'galileo': 0.010125273412888713}"
1287,0410278,4493,Moshe Rozali,2005.0,"{'theory': 0.25804903139084856, 'moduli': 0.14669647634204597, 'space': 0.12254663404960096, 'gauge': 0.11876994321470752, 'string': 0.11446685205720455, 'heterotic': 0.09680471495588401, 'singularity': 0.0746017844710762, 'hep': 0.06539626803249915, 'hypermultiplet': 0.0616520419693994, 'eective': 0.05895519269063115, 'instanton': 0.05722580434164377, 'hepth': 0.057004412599750726, 'dimensions': 0.05340735070280629, 'duality': 0.051077620487130895, 'symmetry': 0.04971295902075093, 'dimensional': 0.04876661576126072, 'lagrangian': 0.04398545686309291, 'matrix': 0.04339748075558297, 'branes': 0.04339748075558297, 'action': 0.04213497958305729, 'heavy': 0.035363080759010304, 'fermions': 0.034804586755738914, 'operator': 0.03380658459303368, 'parameters': 0.030993664077190942, 'base': 0.029182007037554164, 'singularities': 0.02909030090369511, 'instantons': 0.02860811599499134, 'nucl': 0.02764704007113815, 'coupling': 0.02755620333203035, 'number': 0.027490015624173192}"
1288,0606169,13054,Motomu Tsuda,2006.0,"{'sgm': 0.09080899078918098, 'spin': 0.08112890280492535, 'spacetime': 0.047046724862963955, 'fermion': 0.04321371329819654, 'gravitational': 0.03798968325016446, 'transformations': 0.036884366213295966, 'general': 0.028414790537780538, 'interaction': 0.027161666685063545, 'superon': 0.02623462760908727, 'invariant': 0.02463209417442317, 'super': 0.02303142021169513, 'nonlinear': 0.02263123893223494, 'local': 0.02106927523273007, 'formally': 0.02099817468860877, 'baaklini': 0.01971550927358548, 'shima': 0.017645639536248897, 'spinor': 0.017565457544479544, 'arguments': 0.015815090980565896, 'vector': 0.01576172176813027, 'massless': 0.01576172176813027, 'introduce': 0.014798922760416, 'egrt': 0.014798922760416, 'unied': 0.014798922760416, 'majorana': 0.014145795067978776, 'goldstone': 0.014145795067978776, 'lorentz': 0.014145795067978776, 'mimic': 0.013585224999322545, 'lagrangian': 0.013585224999322545, 'graviton': 0.013245230084163062, 'generator': 0.013245230084163062, 'sugra': 0.013245230084163062, 'matter': 0.012500609885275155, 'fundamental': 0.012500609885275155, 'composite': 0.012500609885275155, 'performed': 0.011399944916933274, 'explicitly': 0.011399944916933274, 'scalar': 0.011399944916933274, 'bcd': 0.010560908373150935, 'hilbert': 0.010560908373150935, 'realization': 0.010560908373150935, 'vierbein': 0.010525268847651769, 'relativity': 0.009991586887954875, 'consistent': 0.009991586887954875, 'zumino': 0.009991586887954875, 'jet': 0.009446195212372588, 'reduces': 0.008804630646132221, 'power': 0.008804630646132221, 'detwa': 0.008804630646132221, 'gravitino': 0.008347582993712903, 'easily': 0.008347582993712903, 'supersymmetry': 0.008347582993712903}"
