,Author Id,Paper Id,Authors,Year
35026,10540,9907104,Freddy P. Zen,1999
35027,11126,9907105,P. Prester,1999
35028,11127,9907105,M. Kolanovic,1999
35029,6166,9907097,A.Y. Tishchenko,1999
35030,11128,9907105,A. Ilakovac,1999
35031,11109,9907098,Neil. D. Lambert,1999
35032,9062,9907098,David Tong,1999
35033,803,9907099,Laurent Baulieu,1999
35034,9309,9907099,Celine Laroche,1999
35035,3390,9907099,Nikita Nekrasov,1999
35036,7087,9907100,Micha Berkooz,1999
35037,1720,9907100,Herman Verlinde,1999
35038,3438,9907101,Julie D. Blum,1999
35039,11129,9907102,S.P. Khastgir,1999
35040,709,9907102,R. Sasaki,1999
35041,10099,9907102,K. Takasaki,1999
35042,11128,9907103,A. Ilakovac,1999
35043,11127,9907103,M. Kolanovic,1999
35044,11130,9907103,S. Pallua,1999
35045,11131,9907103,P.Prester,1999
35046,11132,9907044,A. Pelster,1999
35047,6823,9907113,Dmitri Sorokin,1999
35048,2091,9907045,Carl M. Bender,1999
35049,11133,9907045,Van M. Savage,1999
35050,9729,9907035,B. Kleihaus,1999
35051,6945,9907046,Christopher M. Hull,1999
35052,758,9907047,Roberto Zucchini,1999
35053,11028,9907072,V. A. Fateev,1999
35054,11134,9907059,T. Garavaglia,1999
35055,414,9907060,Ivan K. Kostov,1999
35056,921,9907061,John H. Schwarz,1999
35057,435,9907062,David A. Lowe,1999
35058,8946,9907034,Sascha Vongehr,1999
35059,9295,9907063,M. Hirayama,1999
35060,179,9907064,Alexios P. Polychronakos,1999
35061,10777,9907065,E.Gozzi,1999
35062,11135,9907065,D.Mauro,1999
35063,8165,9907066,P. M. Saffin,1999
35064,1058,9907067,M. Gasperini,1999
35065,4338,9907068,K. Lee,1999
35066,1638,9907068,Q-Han Park,1999
35067,1933,9907068,H.J. Shin,1999
35068,9823,9907063,M. Ueno,1999
35069,876,9907033,Ichiro Oda,1999
35070,10783,9907032,Riccardo Sturani,1999
35071,10782,9907032,Stefano Foffa,1999
35072,11136,9907046,Mohab Abou Zeid,1999
35073,7127,9907037,Ali H. Chamseddine,1999
35074,6184,9907035,F. Zimmerschied,1999
35075,1220,9907047,Fiorenzo Bastianelli,1999
35076,8859,9907035,D. H. Tchrakian,1999
35077,10039,9907025,Rafal Moderski,1999
35078,9912,9907025,Marek Rogatko,1999
35079,5,9907026,J. A. Harvey,1999
35080,363,9907026,G. Moore,1999
35081,9500,9907027,Wataru Souma,1999
35082,11137,9907028,B.A. Lysov,1999
35083,11138,9907028,O.F. Dorofeyev,1999
35084,11139,9907029,Yasuhiro Sekino,1999
35085,1537,9907029,Tamiaki Yoneya,1999
35086,5440,9907030,Thibault Damour,1999
35087,11140,9907030,Gabriele Veneziano,1999
35088,2656,9907031,Thordur Jonsson,1999
35089,11141,9907031,George K. Savvidy,1999
35090,1145,9907032,Ram Brustein,1999
35091,1597,9907045,Kimball A. Milton,1999
35092,683,9904190,J.L.F. Barbon,1999
35093,2280,9904075,V. Mukhanov,1999
35094,3064,9907113,Jerzy Lukierski,1999
35095,7113,9906179,Frederik Roose,1999
35096,879,9907084,P. Di Francesco,1999
35097,4477,9907084,C. Kristjansen,1999
35098,10254,9907085,G.Arutyunov,1999
35099,10267,9907085,S.Frolov,1999
35100,10074,9907086,J. Park,1999
35101,10062,9907086,R. Rabadan,1999
35102,7328,9907086,A. M. Uranga,1999
35103,10851,9907024,H. W. Lee,1999
35104,707,9907087,I. Bars,1999
35105,1755,9907087,D. Minic,1999
35106,7042,9907088,Witold Skiba,1999
35107,11142,9907089,Egor Babaev,1999
35108,2907,9907090,Dongsu Bak,1999
35109,770,9907090,Kimyeong Lee,1999
35110,1810,9907090,Piljin Yi,1999
35111,2956,9907091,Subir Ghosh,1999
35112,7324,9907092,Carlo Becchi,1999
35113,9070,9907087,C. Deliduman,1999
35114,1124,9907023,C. Bachas,1999
35115,11143,9906210,Shigenori Seki,1999
35116,8831,9906209,M A Grigoriev,1999
35117,7975,9906200,Ilka Brunner,1999
35118,11144,9906211,J. Erickson,1999
35119,2031,9906200,Michael R. Douglas,1999
35120,6084,9906200,Albion Lawrence,1999
35121,11145,9906200,Christian  Romelsberger,1999
35122,1627,9906201,A. Br,1999
35123,1653,9906201,huber,1999
35124,702,9906201,K. Sfetsos,1999
35125,7115,9906202,M.E. Carrington,1999
35126,11146,9906202,R. Kobes,1999
35127,1957,9906202,G. Kunstatter,1999
35128,9163,9906203,Sergey A. Cherkis,1999
35129,5179,9906204,A. Kehagias,1999
35130,3610,9906205,A. Liguori,1999
35131,3600,9906205,M. Mintchev,1999
35132,7914,9906205,L. Pilo,1999
35133,1529,9906206,E. Kiritsis,1999
35134,6739,9906207,Yuji Ohta,1999
35135,3711,9906208,Janos Polonyi,1999
35136,8954,9907092,Renzo Collina,1999
35137,1235,9907113,Christian Preitschopf,1999
35138,6662,9907093,R.C.Rashkov,1999
35139,1631,9907084,E. Guitter,1999
35140,6167,9907097,V.V. Skalozub,1999
35141,3330,9907072,Chaiho Rim,1999
35142,11130,9907105,S. Pallua,1999
35143,278,9907106,Adel Bilal,1999
35144,3718,9907106,Chong-Sun Chu,1999
35145,7582,9907107,Sergei M. Kuzenko,1999
35146,703,9907107,Stefan Theisen,1999
35147,8560,9907108,Sangmin Lee,1999
35148,8444,9907095,James E. Lidsey,1999
35149,9263,9907109,Ricardo Troncoso,1999
35150,6567,9907110,Giovanni Amelino-Camelia,1999
35151,788,9907110,Shahn Majid,1999
35152,5373,9907111,Pietro Menotti,1999
35153,5853,9907111,Domenico Seminara,1999
35154,8600,9907112,Claudio A. Scrucca,1999
35155,7337,9907112,Marco Serone,1999
35156,5211,9907113,Igor B,1999
35157,2464,9907113,os,1999
35158,649,9907109,Jorge Zanelli,1999
35159,3566,9907081,Luca Lusanna,1999
35160,11147,9907080,Paul J. Steinhardt,1999
35161,1358,9907079,Victor O. Rivelles,1999
35162,8326,9907083,Jes\'us Puente Pe\~nalba,1999
35163,11148,9907096,Ulrika Magnea,1999
35164,11149,9907082,Max Zucker,1999
35165,8348,9907073,A. Tanzini,1999
35166,1076,9907073,S.P. Sorella,1999
35167,10074,9907074,J. Park,1999
35168,10062,9907074,R. Rabadan,1999
35169,7328,9907074,A. M. Uranga,1999
35170,7774,9907075,Justin R. David,1999
35171,535,9907075,Gautam M,1999
35172,536,9907075,al,1999
35173,537,9907075,Spenta R. Wadia,1999
35174,1950,9907076,M. Bordag,1999
35175,6556,9907076,D.V. Vassilevich,1999
35176,8946,9907077,Sascha Vongehr,1999
35177,362,9907078,Dimitra Karabali,1999
35178,1218,9907078,Chanju Kim,1999
35179,4916,9907078,V.P. Nair,1999
35180,9376,9907079,Pablo Minces,1999
35181,11150,9907094,Yoji Michishita,1999
35182,11151,9903090,Ehud Fuchs,1999
35183,894,9903046,W. A. Sabra,1999
35184,6911,9903091,Hong Liu,1999
35185,3710,9907188,C.P. Burgess,1999
35186,2747,9907159,Paul Mansfield,1999
35187,11033,9907159,David Noll,1999
35188,1522,9907158,Cesar Gomez,1999
35189,8431,9907132,Hirokazu Tanaka,1999
35190,8649,9907128,J. Troost,1999
35191,944,9907129,Steven B. Giddings,1999
35192,9245,9907130,C.-W. H. Lee,1999
35193,7397,9907187,Richard Kerner,1999
35194,2797,9907131,Suresh Govindarajan,1999
35195,8182,9907131,Tapobrata Sarkar,1999
35196,2248,9907132,Masafumi Fukuma,1999
35197,6185,9907132,Takeshi Oota,1999
35198,603,9907133,W. Lerche,1999
35199,6651,9907127,H. Reinhardt,1999
35200,606,9907133,S. Stieberger,1999
35201,1860,9907134,Yasuhiko Yamada,1999
35202,303,9907134,Sung-Kil Yang,1999
35203,77,9907131,T. Jayaraman,1999
35204,2956,9907135,Subir Ghosh,1999
35205,6374,9907187,Jos\'e P. S. Lemos,1999
35206,9213,9907186,C. I. Lazaroiu,1999
35207,11152,9907198,C. Rubano,1999
35208,31,9907189,Edward Witten,1999
35209,927,9907188,R.C. Myers,1999
35210,10797,9907181,L.Mangiarotti,1999
35211,11153,9907185,M. P. Infante,1999
35212,3704,9907181,G.Sardanashvily,1999
35213,5843,9907182,Sergei V. Shabanov,1999
35214,4730,9907183,Hugo Garcia-Compean,1999
35215,11154,9907186,M. R. Plesser,1999
35216,3865,9907183,Jerzy F. Plebanski,1999
35217,10533,9907184,G. D'Appollonio,1999
35218,4507,9907184,E. Dudas,1999
35219,3207,9907184,A. Sagnotti,1999
35220,11155,9907185,N. Sanchez  ( Obs. Paris-DEMIRM,1999
35221,11156,9907188,N.R. Constable,1999
35222,11157,9907185,DFTUZ-Univ. Zaragoza),1999
35223,11158,9907186,Chris Beasley,1999
35224,1649,9907186,Brian R. Greene,1999
35225,472,9907184,I. Antoniadis,1999
35226,6974,9907136,B.-D. Doerfel,1999
35227,11159,9907137,A. Rida,1999
35228,11160,9907137,T. Sami  ( USTHB,1999
35229,11161,9907137,SUBATECH,1999
35230,11162,9907137,Nantes France),1999
35231,6078,9907138,Paul Federbush,1999
35232,10557,9907154,K. Krasnov,1999
35233,3698,9907149,Guy Bonneau,1999
35234,11163,9907150,Fabio Scardigli,1999
35235,11164,9907151,Charles Schwartz,1999
35236,50,9907152,S. F. Hassan,1999
35237,1301,9907126,Mannque Rho,1999
35238,2000,9907153,Masaru Kamata,1999
35239,11165,9907154,R. De Pietri,1999
35240,10581,9907154,L. Freidel,1999
35241,11166,9907154,C. Rovelli,1999
35242,11167,9907139,M. Engelhardt,1999
35243,517,9907155,Michael B. Green,1999
35244,5073,9907155,Michael Gutperle,1999
35245,11168,9907155,Hwang-h. Kwon,1999
35246,6980,9907156,Theodora Ioannidou,1999
35247,8643,9907153,Atsushi Nakamula,1999
35248,10632,9907125,B.J. Schulz,1999
35249,10631,9907125,C. Korff,1999
35250,1533,9907125,A. Fring,1999
35251,11169,9907137,Alger Algerie,1999
35252,8664,9907128,M. Massar,1999
35253,433,9907126,Ismail Zahed,1999
35254,1532,9907158,Enrique Alvarez,1999
35255,10141,9907122,J. Bijtebier,1999
35256,9210,9910137,V.Ch.Zhukovsky,1999
35257,7496,9907116,Arundhati Dasgupta,1999
35258,1182,9907117,Supriya Kar,1999
35259,8726,9907118,Tomas Sykora,1999
35260,1628,9907119,R.K. Kaul,1999
35261,3058,9907120,R. Flume,1999
35262,11170,9907120,E. Kraus,1999
35263,918,9907121,Z. Bajnok,1999
35264,8062,9907123,Carlos Lozano,1999
35265,8538,9907126,Sang-Jin Sin,1999
35266,149,9907124,Renata Kallosh,1999
35267,3979,9907124,Lev Kofman,1999
35268,110,9907124,Andrei Linde,1999
35269,867,9907124,Antoine Van Proeyen,1999
35270,11171,9907198,A. A. Marino,1999
35271,11172,9907198,R. de Ritis,1999
35272,440,9907197,W.J. Zakrzewski,1999
35273,5185,9907197,B.M.A.G. Piette,1999
35274,10042,9908168,Yishi Duan,1999
35275,10873,9908168,Libin Fu,1999
35276,6694,9908053,A.A.Zheltukhin,1999
35277,11173,9908052,Eli Hawkins,1999
35278,4493,9909017,Moshe Rozali,1999
35279,1522,9907175,Cesar Gomez,1999
35280,7405,9907170,P. C. West,1999
35281,167,9907171,P. Bowcock,1999
35282,10527,9908167,P.H. Frampton,1999
35283,5146,9907171,B. L. Feigin,1999
35284,1417,9907171,A. Taormina,1999
35285,4328,9907172,Leszek Hadasz,1999
35286,5752,9907173,Paolo Valtancoli,1999
35287,5752,9907174,Paolo Valtancoli,1999
35288,8383,9907175,Pedro J. Silva,1999
35289,10870,9907170,O. Baerwald,1999
35290,412,9907176,Kurt Haller,1999
35291,5191,9907176,Lusheng Chen,1999
35292,86,9907171,A. M. Semikhatov,1999
35293,305,9908166,Vipul Periwal,1999
35294,7338,9908166,Sergei Gukov,1999
35295,243,9908165,Igor R. Klebanov,1999
35296,5968,9908178,Mauri Miettinen,1999
35297,806,9908178,Antti J. Niemi,1999
35298,11174,9908178,Yuri Stroganov,1999
35299,11175,9908179,G.P.Pronko,1999
35300,4892,9908169,Dieter Lust,1999
35301,866,9908169,Bernard de Wit,1999
35302,11176,9908169,Mohab Abou-Zeid,1999
35303,11177,9908168,Hong Zhang,1999
35304,9774,9908159,Luigi Pilo,1999
35305,4719,9908160,E. D'Hoker,1999
35306,2801,9908160,D.Z. Freedman,1999
35307,4306,9908160,S.D. Mathur,1999
35308,11178,9908160,A. Matusis,1999
35309,11179,9908160,L. Rastelli,1999
35310,9880,9908161,Brent H. Allen,1999
35311,1177,9908162,Changhyun Ahn,1999
35312,610,9908163,S. Ferrara,1999
35313,2163,9908163,A. Zaffaroni,1999
35314,10591,9908164,Arjan Keurentjes,1999
35315,11180,9907176,Y.S. Choi,1999
35316,9344,9907156,George Papadopoulos,1999
35317,11181,9907177,R.A. Janik,1999
35318,2014,9907178,A. Giveon,1999
35319,7246,9907169,J. Erdmenger,1999
35320,313,9907179,Shyamoli Chaudhuri,1999
35321,806,9907180,Antti J. Niemi,1999
35322,1874,9908051,Richard J. Szabo,1999
35323,11182,9907194,M. Laine,1999
35324,6219,9907190,Gerald V. Dunne,1999
35325,5578,9907190,Christian Schubert,1999
35326,6128,9907191,Jeremy Michelson,1999
35327,11123,9907168,M. Bachmann,1999
35328,334,9907191,Andrew Strominger,1999
35329,11183,9907192,I.G. Pirozhenko,1999
35330,10741,9907193,Bihn Zhou,1999
35331,1189,9907193,Chuan-Jie Zhu,1999
35332,11184,9907194,M. Shaposhnikov,1999
35333,802,9907189,Daniel S. Freed,1999
35334,10436,9907195,S.A.Bulgadaev,1999
35335,11042,9907196,Igor Nikitin,1999
35336,11185,9907197,A.E. Kudryavtsev,1999
35337,2319,9907192,V.V. Nesterenko,1999
35338,11186,9907168,Boris Kastening,1999
35339,11187,9907168,Axel Pelster,1999
35340,10031,9907168,Hagen Kleinert,1999
35341,20,9907178,D. Kutasov,1999
35342,2688,9907178,O. Pelc,1999
35343,10866,9907170,N. D. Lambert,1999
35344,11188,9907169,K. Sibold,1999
35345,9928,9907180,Ludvig Faddeev,1999
35346,8062,9907165,Carlos Lozano,1999
35347,2676,9907160,A. Kempf,1999
35348,5946,9907161,J. L. Boldo,1999
35349,4495,9907161,B. M. Pimentel,1999
35350,4496,9907161,J. L. Tomazelli,1999
35351,5979,9907162,H. Banerjee,1999
35352,11189,9907163,Tim Prestidge,1999
35353,21,9907164,Ashoke Sen,1999
35354,158,9907164,Barton Zwiebach,1999
35355,6822,9907165,Marcos Marino,1999
35356,8204,9907169,C. Rupp,1999
35357,4479,9907166,Akikazu Hashimoto,1999
35358,6240,9907166,N. Itzhaki,1999
35359,6456,9907167,Dirk Schlingemann,1999
35360,11190,9907177,R. Peschanski,1999
35361,10597,9908177,er D. Popov,1999
35362,4248,9907156,Paul Sutcliffe,1999
35363,4248,9907157,Paul Sutcliffe,1999
35364,6219,9907208,Gerald V. Dunne,1999
35365,8486,9907209,Nima Arkani-Hamed,1999
35366,10061,9907209,Savas Dimopoulos,1999
35367,8908,9907209,Gia Dvali,1999
35368,851,9907209,Nemanja Kaloper,1999
35369,8698,9907210,Martin Gremm,1999
35370,7780,9907210,Anton Kapustin,1999
35371,8351,9907211,Lorenzo Cornalba,1999
35372,8372,9907211,Ricardo Schiappa,1999
35373,6573,9907212,Giampiero Esposito,1999
35374,11191,9907212,Cosimo Stornaiolo,1999
35375,8529,9907214,A. De Giovanni,1999
35376,7037,9907214,A. Santambrogio,1999
35377,197,9907214,D. Zanon,1999
35378,843,9907215,Sunil Mukhi,1999
35379,11192,9907215,Nemani V. Suryanarayana,1999
35380,11030,9907216,Anna Ceresole,1999
35381,8677,9907216,Gianguido Dall'Agata,1999
35382,11152,9907207,C. Rubano,1999
35383,11193,9907207,P. Scudellaro,1999
35384,8359,9907200,N. Berkovits,1999
35385,2170,9908014,D. Anselmi,1999
35386,3612,9908040,V. Schomerus,1999
35387,5892,9908036,Roger E. Behrend,1999
35388,2034,9908036,Paul A. Pearce,1999
35389,11194,9908036,Valentina B. Petkova,1999
35390,5802,9908036,Jean-Bernard Zuber,1999
35391,1111,9908037,A.A. Bytsenko,1999
35392,6716,9908037,A.E. Goncalves,1999
35393,8915,9908037,F.L. Williams,1999
35394,10232,9908012,Adam D. Helfer,1999
35395,9327,9908038,H. Aoki,1999
35396,1864,9908038,H. Kawai,1999
35397,3840,9908038,Y. Kitazawa,1999
35398,9437,9908038,T. Tada,1999
35399,1614,9908038,A. Tsuchiya,1999
35400,10611,9908039,Gregory Gabadadze,1999
35401,2992,9908039,Zurab Kakushadze,1999
35402,5338,9908040,A.Yu. Alekseev,1999
35403,1253,9908040,A. Recknagel,1999
35404,4069,9908038,S. Iso,1999
35405,11195,9907207,A.A. Marino,1999
35406,10232,9908011,Adam D. Helfer,1999
35407,236,9907202,K.S. Stelle,1999
35408,5709,9908002,I Tsohantjis,1999
35409,1950,9908003,M. Bordag,1999
35410,11196,9908003,V. Skalozub,1999
35411,2958,9908004,Steven S. Gubser,1999
35412,866,9908005,Bernard de Wit,1999
35413,11197,9908005,Ivan Herger,1999
35414,7828,9908006,Takuhiro Kitao,1999
35415,11198,9908007,Robert Boehm,1999
35416,10153,9908002,S P Corney,1999
35417,5786,9907217,K.D. Rothe,1999
35418,8587,9908007,Carl Herrmann,1999
35419,1082,9908007,Jan Louis,1999
35420,10704,9908008,Jun S. Song,1999
35421,10601,9908009,A. Tomasiello,1999
35422,2853,9908010,K. L,1999
35423,2854,9908010,steiner,1999
35424,1847,9908010,E. Lopez,1999
35425,5732,9908002,P D Jarvis,1999
35426,10594,9908007,Holger Guenther,1999
35427,242,9908006,Nobuyoshi Ohta,1999
35428,7791,9907217,H.J. Rothe,1999
35429,2944,9907217,R. Banerjee,1999
35430,19,9907200,M. Bershadsky,1999
35431,4107,9907200,T. Hauer,1999
35432,11199,9907200,S. Zhukov,1999
35433,2083,9907200,B. Zwiebach,1999
35434,9315,9907201,Ivo Sachs,1999
35435,526,9907202,M. Cvetic,1999
35436,2,9907202,H. Lu,1999
35437,165,9907202,C.N. Pope,1999
35438,9618,9907203,Alex Buchel,1999
35439,11172,9907207,R. de Ritis,1999
35440,7395,9907203,Gary Shiu,1999
35441,218,9907203,S.-H. Henry Tye,1999
35442,11200,9907204,S. B. Giddings,1999
35443,11201,9907204,S. F. Ross,1999
35444,1532,9907205,Enrique Alvarez,1999
35445,1522,9907205,Cesar Gomez,1999
35446,7155,9907206,Mohsen Alishahiha,1999
35447,91,9907206,Yaron Oz,1999
35448,6389,9907216,Riccardo D'Auria,1999
35449,259,9908041,Nathan Berkovits,1999
35450,9499,9908042,Ken-Ichi Aoki,1999
35451,9504,9908042,Keiichi Morikawa,1999
35452,11202,9908050,Yu.Stroganov,1999
35453,11203,9907199,L.R. Williamson,1999
35454,2917,9908029,Marco Billo',1999
35455,2466,9908025,J. Fuchs,1999
35456,2524,9908025,C. Schweigert,1999
35457,6862,9908026,A. Gonzalez-Arroyo,1999
35458,9971,9908026,C. Pena,1999
35459,2433,9908027,Avinash Khare,1999
35460,2139,9908028,I.L. Buchbinder,1999
35461,10599,9907199,R.L. Jaffe,1999
35462,4948,9908028,V.A. Krykhtin,1999
35463,7112,9908029,Ben Craps,1999
35464,1772,9908024,R. Madden,1999
35465,7113,9908029,Frederik Roose,1999
35466,2917,9908030,Marco Billo',1999
35467,7112,9908030,Ben Craps,1999
35468,7113,9908030,Frederik Roose,1999
35469,11204,9908031,T.S. Bir\'o,1999
35470,11205,9908031,S.G. Matinyan,1999
35471,2154,9908028,V.D. Pershin,1999
35472,11193,9907198,P. Scudellaro,1999
35473,7981,9907146,Amir H. Fatollahi,1999
35474,9116,9907146,Shahrokh Parvizi,1999
35475,1261,9907148,F. Toppan,1999
35476,11206,9907148,M. Rojas,1999
35477,6718,9907148,M.A. De Andrade,1999
35478,2979,9907147,Mathias Pillin,1999
35479,6651,9907139,H. Reinhardt,1999
35480,6796,9907140,Kasper Olsen,1999
35481,1874,9907140,Richard J. Szabo,1999
35482,9478,9907141,A. Campbell-Smith,1999
35483,124,9907141,John Ellis,1999
35484,503,9907141,N.E. Mavromatos,1999
35485,464,9907141,D.V. Nanopoulos,1999
35486,10248,9907142,I.Y. Park,1999
35487,2685,9907143,Kazuo Ghoroku,1999
35488,198,9907144,Antal Jevicki,1999
35489,11207,9907144,Mihail Mihailescu,1999
35490,98,9907144,Sanjaye Ramgoolam,1999
35491,3716,9907145,Pei-Ming Ho,1999
35492,98,9907145,Sanjaye Ramgoolam,1999
35493,8429,9907145,Radu Tatar,1999
35494,8973,9908032,A.I. Davydychev,1999
35495,6980,9907157,Theodora Ioannidou,1999
35496,9871,9908033,Dmitri Antonov,1999
35497,2993,9908024,A. Ghosh,1999
35498,334,9908044,Andrew Strominger,1999
35499,11208,9908042,Jun-Ichi  Sumi,1999
35500,717,9908042,Haruhiko Terao,1999
35501,11209,9908042,Masashi Tomoyose,1999
35502,9499,9908043,Ken-Ichi Aoki,1999
35503,9504,9908043,Keiichi Morikawa,1999
35504,717,9908043,Haruhiko Terao,1999
35505,11209,9908043,Masashi Tomoyose,1999
35506,1672,9908035,Timothy J. Hollowood,1999
35507,6128,9908044,Jeremy Michelson,1999
35508,10919,9908035,Valentin V. Khoze,1999
35509,10414,9908046,Ingo Runkel,1999
35510,7366,9908047,A. Chamblin,1999
35511,1725,9908047,M.J. Perry,1999
35512,10827,9908047,H.S. Reall,1999
35513,310,9908048,Swapna Mahapatra,1999
35514,8996,9908049,Morten Krogh,1999
35515,11210,9908050,A.Belavin,1999
35516,5533,9908045,I.N. McArthur,1999
35517,11211,9908034,R.C. Trinchero,1999
35518,6065,9908034,C.D. Fosco,1999
35519,4507,9908023,E. Dudas,1999
35520,9378,9908013,Tianjun Li,1999
35521,8207,9908019,B. Pioline,1999
35522,5460,9908015,Bertfried Fauser,1999
35523,11212,9908015,Heinz Dehnen,1999
35524,2992,9908016,Zurab Kakushadze,1999
35525,11213,9908017,S. Ishihara,1999
35526,11214,9908017,H. Kataoka,1999
35527,11215,9908017,Hikaru Sato,1999
35528,9382,9908018,D. Brecher,1999
35529,7864,9908018,M. J. Perry,1999
35530,5205,9908019,A. Schwarz,1999
35531,3207,9908023,A. Sagnotti,1999
35532,4734,9908020,Rajesh Gopakumar,1999
35533,517,9908020,Michael B. Green,1999
35534,9043,9908021,Bert Schroer,1999
35535,10038,9908022,Marco M. Caldarelli,1999
35536,1243,9908022,Guido Cognola,1999
35537,9937,9908022,Dietmar Klemm,1999
35538,472,9908023,I. Antoniadis,1999
35539,1046,9908024,G. Veneziano,1999
35540,265,9908177,Alex,1999
35541,11216,9908177,Tatiana A. Ivanova,1999
35542,1349,9908176,Korkut Bardakci,1999
35543,11217,9908123,Iv\'an Schmidt,1999
35544,3579,9908124,Robert J. Perry,1999
35545,5773,9908128,D.H. Tchrakian,1999
35546,480,9908125,E. Gava,1999
35547,473,9908125,K. S. Narain,1999
35548,7329,9908125,M. H. Sarmadi,1999
35549,4681,9908126,Oren Bergman,1999
35550,10184,9908126,Matthias R Gaberdiel,1999
35551,5502,9908123,Patricio Gaete,1999
35552,6905,9908127,N. Gurappa,1999
35553,4763,9908128,A. Chakrabarti,1999
35554,2694,9908097,Erick J. Weinberg,1999
35555,7240,9908096,A.V. Smilga,1999
35556,2611,9908096,V.G. Kac,1999
35557,9503,9908068,V.G. Ivanov,1999
35558,6332,9908066,S. Nojiri,1999
35559,826,9908066,S.D. Odintsov,1999
35560,11218,9908066,S. Ogushi,1999
35561,2237,9908127,Prasanta K. Panigrahi,1999
35562,6329,9908066,A. Sugamoto,1999
35563,9457,9908122,Christos Kokorelis,1999
35564,8652,9908120,Kazutoshi Ohta,1999
35565,10287,9908133,Chiang-Mei Chen,1999
35566,11219,9908133,Sergei A. Sharakin,1999
35567,1543,9908129,P.C. West,1999
35568,6222,9908134,Juan M. Maldacena,1999
35569,10579,9908134,Jorge G. Russo,1999
35570,450,9908135,Shamit Kachru,1999
35571,11220,9908135,John McGreevy,1999
35572,1015,9908136,Hitoshi Nishino,1999
35573,9489,9908121,Eduardo Eyras,1999
35574,1444,9908136,S.J. Gates,1999
35575,472,9908137,I. Antoniadis,1999
35576,1094,9908130,Ralph Blumenhagen,1999
35577,4876,9908129,N.D. Lambert,1999
35578,1885,9908117,Wei-Min Zhang,1999
35579,9880,9908124,Brent H. Allen,1999
35580,11221,9908118,Bobby Eka Gunara,1999
35581,11222,9908119,E. d'Emilio,1999
35582,11223,9908119,S. Micciche,1999
35583,912,9908136,Jr,1999
35584,11224,9908066,M. Yamamoto,1999
35585,9907,9908067,Michael Haack,1999
35586,1082,9908067,Jan Louis,1999
35587,11225,9908059,Zhi Yao,1999
35588,3770,9908063,Young-Jai Park,1999
35589,11226,9908059,De-Pin Zhao,1999
35590,11227,9908059,De-Si Zang,1999
35591,10184,9908060,Matthias R Gaberdiel,1999
35592,21,9908060,Ashoke Sen,1999
35593,11228,9908061,S. Kalyana rama,1999
35594,11229,9908062,Ken-Ichi Kubota,1999
35595,8860,9908058,Guang-Jiong Ni,1999
35596,717,9908062,Haruhiko Terao,1999
35597,2687,9908074,A. Casher,1999
35598,4872,9908074,Y. Shamir,1999
35599,4681,9908075,Oren Bergman,1999
35600,8674,9908090,F.A. Brito,1999
35601,6490,9908088,Keshav Dasgupta,1999
35602,7204,9908088,Govindan Rajesh,1999
35603,7873,9908088,Savdeep Sethi,1999
35604,11230,9908089,N.S.Deger,1999
35605,4468,9908063,Chang-Ho Kim,1999
35606,10623,9908058,Sze-Shiang Feng,1999
35607,1836,9908057,Valeri V. Dvoeglazov,1999
35608,767,9908056,Leonard Susskind,1999
35609,1289,9908068,A.T. Filippov,1999
35610,6641,9908069,Dmitri Diakonov,1999
35611,23,9908065,Shin'ichi Nojiri,1999
35612,11231,9908070,Eanna E. Flanagan,1999
35613,2769,9908070,Donald Marolf,1999
35614,5302,9908070,Robert M. Wald,1999
35615,9557,9908071,Donal O'Driscoll,1999
35616,37,9908072,G. Aldazabal,1999
35617,7328,9908072,A. M. Uranga,1999
35618,11232,9908073,Ronald J. Adler,1999
35619,11233,9908073,David I. Santiago,1999
35620,3522,9908065,Sergei D. Odintsov,1999
35621,7209,9908064,Carlo Angelantonj,1999
35622,2694,9908095,Erick J. Weinberg,1999
35623,10623,9908059,Sze-Shiang Feng,1999
35624,11234,9908054,S. Eremin,1999
35625,1361,9908054,E. Ivanov,1999
35626,9626,9908055,Wen-Fa Lu,1999
35627,9032,9908056,Daniela Bigatti,1999
35628,11219,9908132,Sergei A. Sharakin,1999
35629,10221,9908132,Dmitri V. Gal'tsov,1999
35630,10287,9908132,Chiang-Mei Chen,1999
35631,9249,9908131,Dean Lee,1999
35632,130,9912072,Nathan Seiberg,1999
35633,7612,9912073,Miguel S. Costa,1999
35634,1911,9912074,Roberto Iengo,1999
35635,1189,9912074,Chuan-Jie Zhu,1999
35636,2323,9912075,I. Ya. Aref'eva,1999
35637,11235,9912075,D. M. Belov,1999
35638,10505,9912075,A. S. Koshelev,1999
35639,5189,9912076,Paolo Pasti,1999
35640,9248,9912072,Mark Van Raamsdonk,1999
35641,6823,9912076,Dmitri Sorokin,1999
35642,11236,9912077,Xavier Bekaert,1999
35643,648,9912077,Marc Henneaux,1999
35644,10730,9910139,B. Muratori,1999
35645,172,9911230,Abhay Ashtekar,1999
35646,8514,9910138,Kazumi Okuyama,1999
35647,10827,9908109,H.S. Reall,1999
35648,8608,9908106,E.G. Floratos,1999
35649,7839,9908106,G.K. Leontaris,1999
35650,2467,9912076,Mario Tonin,1999
35651,9200,9912072,Shiraz Minwalla,1999
35652,11237,9912071,V. Demchik,1999
35653,11196,9912071,V. Skalozub,1999
35654,10216,9912080,Richard Altendorfer,1999
35655,11238,9912081,D. Binosi,1999
35656,11239,9912081,T. ter Veldhuis,1999
